;previous_5_turn;question;next_5_turn
10;"
hm hm

est-ce que vous croyez par exemple pour pour les missions de famille euh
est-ce que l- l- la famille joue beaucoup pour dans la recherche du travail par exemple ?

les relations familiales euh


je vous dis j'ai toutes ces 
 et puis alors euh
la r- la région aussi me plaît et je souhaite pas du tout quitter Orléans

hein d'abord parce que
hm hm hm hm hm hm

je ne sais pas hein
mais voyez-vous euh
euh personnellement je souhaite pas du tout quitter Orléans

ah non non je n'en sais rien ça je n'en sais rien


";comment ça ?;"

pour l'aider tout doucement pour


je sais pas ça alors là je j'avoue que j'ai pas de d'idée sur cette question 


j'ai pas d'idées sur cette question

non


et s- et si vous compariez par exemple le la mentalité des parisiens et la mentalité des orléanais
est-ce que vous voyez des grosses différences ou ?


bah je crois quand même que enfin apparemment hein je connais peu les parisiens j'ai passé sept mois à Paris
et c'était l'hiver quarante et un quarante-deux hein



traversais le boulevard Saint-Michel à n'importe quelle heure de la journée sans regarder s'il y venaient de voitures


"
11;"
hm hm

est-ce que vous croyez par exemple pour pour les missions de famille euh
est-ce que l- l- la famille joue beaucoup pour dans la recherche du travail par exemple ?

les relations familiales euh


je vous dis j'ai toutes ces 
 et puis alors euh
la r- la région aussi me plaît et je souhaite pas du tout quitter Orléans

hein d'abord parce que
hm hm hm hm hm hm

je ne sais pas hein
mais voyez-vous euh
euh personnellement je souhaite pas du tout quitter Orléans

ah non non je n'en sais rien ça je n'en sais rien


";quelqu'un qui cherche du travail enfin est-ce qu'il fait appel à ses relations familiales est-ce que ça joue beaucoup euh ?;"

pour l'aider tout doucement pour


je sais pas ça alors là je j'avoue que j'ai pas de d'idée sur cette question 


j'ai pas d'idées sur cette question

non


et s- et si vous compariez par exemple le la mentalité des parisiens et la mentalité des orléanais
est-ce que vous voyez des grosses différences ou ?


bah je crois quand même que enfin apparemment hein je connais peu les parisiens j'ai passé sept mois à Paris
et c'était l'hiver quarante et un quarante-deux hein



traversais le boulevard Saint-Michel à n'importe quelle heure de la journée sans regarder s'il y venaient de voitures


"
12;"
je sais pas ça alors là je j'avoue que j'ai pas de d'idée sur cette question 


j'ai pas d'idées sur cette question

non



pour l'aider tout doucement pour


comment ça ?
quelqu'un qui cherche du travail enfin est-ce qu'il fait appel à ses relations familiales est-ce que ça joue beaucoup euh ?

hm hm

est-ce que vous croyez par exemple pour pour les missions de famille euh
est-ce que l- l- la famille joue beaucoup pour dans la recherche du travail par exemple ?

les relations familiales euh


je vous dis j'ai toutes ces 
 et puis alors euh
la r- la région aussi me plaît et je souhaite pas du tout quitter Orléans
";est-ce que vous voyez des grosses différences ou ?;"
bah je crois quand même que enfin apparemment hein je connais peu les parisiens j'ai passé sept mois à Paris
et c'était l'hiver quarante et un quarante-deux hein



traversais le boulevard Saint-Michel à n'importe quelle heure de la journée sans regarder s'il y venaient de voitures



euh
je crois que enfin à mon avis le parisien en moyenne me paraît in-

plus insouciant et ça me déplaît pas d'ailleurs que

que l'orléanais

hein

euh moins moins moins près de ses intérêts alors vous allez me dire que ça ça me

ça ça me

travaille cette idée mais vraiment hein

euh
ça ça m- ça me paraît une différence quand même euh

euh

assez assez importante

hm hm

hein

j'ai des amis qui s-
qui ont été qui ont longtemps habité la région parisienne 

et qui sont venus habiter Orléans

et quand ils sont arrivés à Orléans euh

ils ont effectivement euh
trouvé que enfin i-
le le fait de quitter Paris d'abord leur coûtait beaucoup
et puis euh ils ont pensé les premiers temps où ils habitaient ici qu'ils s'habitueraient jamais
euh ils disent maintenant qu'ils ne voudraient pas retourner à Paris

"
13;"
est-ce que vous pourriez et euh raconter enfin rapidement votre histoire

euh

enfin disons les moments les plus importants hein euh de votre vie pour vous enfin



oui


parisiens quoi qui étaient vraiment pas des parisiens d'importation
hm hm hm hm hm hm

oui c'est
c'est des gens qui étaient vraiment euh la femme surtout euh vraiment euh
euh


ah oui .
";à Orléans ou ?;"

ben 
 remarquez y a des choses sur le plan familial 
et puis des choses sur le plan euh professionnel
hein et puis sur le plan euh des groupes 

disons auxquels euh
hm hm

auxquels j'appartiens hein

alors euh 
 il est bien certain que sur le plan euh familial euh
y a la constitution de ma famille quoi mon mariage les naissances successives des enfants ça a été
quelque chose de très important euh
et parmi ces naissances surtout la naissance de
du seul garçon 
 qui était dans la famille tandis qu'il est encore plus de six
le sixième c'est-à-dire le dernier 
 hein
euh
sur le plan disons professionnel sur le plan professionnel
je crois que je enfin je

j'ai toujours été enfin le le travail que j'ai fait m'a toujours euh beaucoup intéressé 

mais il est certain que
hm hm


euh ce qui m'a paru le plus enfin
plus plus intéressant ce que ce que j'ai plus apprécié
c'est l'évolution qu'il y a eu dans mon travail depuis euh quatre ou cinq ans c'est-à-dire euh
euh où vraiment euh
euh j'en suis arrivé à faire des tâches qui alors euh
m'intéressent particulièrement peut-être euh
euh pas l'enseignement si l'on veut parce que c'est pas une heure de cours qui est donnée par semaine qui
que je peux appeler de l'enseignement c'est quand même accessoire m'enfin quand même ce contact avec les jeunes
hein
que que j'ai les garçons et les filles de de dix-huit à vingt-deux vingt-trois ans euh

"
14;"
est-ce que vous pourriez et euh raconter enfin rapidement votre histoire

euh

enfin disons les moments les plus importants hein euh de votre vie pour vous enfin



oui


parisiens quoi qui étaient vraiment pas des parisiens d'importation
hm hm hm hm hm hm

oui c'est
c'est des gens qui étaient vraiment euh la femme surtout euh vraiment euh
euh


ah oui .
";qu'est-ce que vous considérez comme euh les moments les plus importants de votre vie ?;"

ben 
 remarquez y a des choses sur le plan familial 
et puis des choses sur le plan euh professionnel
hein et puis sur le plan euh des groupes 

disons auxquels euh
hm hm

auxquels j'appartiens hein

alors euh 
 il est bien certain que sur le plan euh familial euh
y a la constitution de ma famille quoi mon mariage les naissances successives des enfants ça a été
quelque chose de très important euh
et parmi ces naissances surtout la naissance de
du seul garçon 
 qui était dans la famille tandis qu'il est encore plus de six
le sixième c'est-à-dire le dernier 
 hein
euh
sur le plan disons professionnel sur le plan professionnel
je crois que je enfin je

j'ai toujours été enfin le le travail que j'ai fait m'a toujours euh beaucoup intéressé 

mais il est certain que
hm hm


euh ce qui m'a paru le plus enfin
plus plus intéressant ce que ce que j'ai plus apprécié
c'est l'évolution qu'il y a eu dans mon travail depuis euh quatre ou cinq ans c'est-à-dire euh
euh où vraiment euh
euh j'en suis arrivé à faire des tâches qui alors euh
m'intéressent particulièrement peut-être euh
euh pas l'enseignement si l'on veut parce que c'est pas une heure de cours qui est donnée par semaine qui
que je peux appeler de l'enseignement c'est quand même accessoire m'enfin quand même ce contact avec les jeunes
hein
que que j'ai les garçons et les filles de de dix-huit à vingt-deux vingt-trois ans euh

"
15;"
hm hm


mais voyez-vous une chose euh je crois que que j'apprécie beaucoup et qui fait que
euh
j'ai trouvé un épanouissement surtout dans ces dernières années
c'est l'harmonie qu'il y a eu entre euh
euh ma vie familiale ma vie professionnelle et euh mon activité sur le plan social
hein

euh mes enfants arrivant à l'âge euh
où ils sont étudiants où ils entrent dans la vie professionnelle
hein hein
euh
s'intéressant certains d'ailleurs à des problèmes euh qui sont les mêmes j'ai une des mes filles qui travaille à la direction régionale des statistiques

hein
euh le fait que

euh ils s'intéressent également à ces problèmes économiques qui m'intéressent beaucoup problèmes sociaux qui
qu'il y a entre nous a une assez grande euh convergence de vue 
hein
je crois qu'y a eu une harmonie qui s'est faite entre tout ça hein 
et puis entre mon travail et mon activité euh sur le plan syndical hein
euh

je dois dire que y a p- y a pas de séparation hein entre les deux
étant donné que toutes cette étude des problèmes économiques euh
que je fais pour mon travail est quelque chose qui m'intéresse également du point de vue de mon activité sociale
hein et je vous dis je crois que c'est ça qui fait que c'est pas que un fait particulier
hein
je crois que c'est l-

c'est la convergence un peu de de de de tout ça hein

on y va


euh ce qui m'a paru le plus enfin
plus plus intéressant ce que ce que j'ai plus apprécié
c'est l'évolution qu'il y a eu dans mon travail depuis euh quatre ou cinq ans c'est-à-dire euh
euh où vraiment euh
euh j'en suis arrivé à faire des tâches qui alors euh
m'intéressent particulièrement peut-être euh
euh pas l'enseignement si l'on veut parce que c'est pas une heure de cours qui est donnée par semaine qui
que je peux appeler de l'enseignement c'est quand même accessoire m'enfin quand même ce contact avec les jeunes
hein
que que j'ai les garçons et les filles de de dix-huit à vingt-deux vingt-trois ans euh


mais il est certain que
hm hm
";est-ce que vous auriez aimé faire autre chose comme métier ?;"


vous savez 

c'est tellement différent ce que je fais de ce que font la plupart de mes collègues qui sont dans le même euh
hein dans dans la même administration que moi hein
alors je crois que s- je je ne me plairais pas dans mon administration
si je faisais de la fiscalité hein

je crois

hm hm
hein

euh mais euh j'ai eu de la chance
que
euh ma ma carrière professionnelle à l'intérieur de l'administration s'est orientée vers quelque chose qui effectivement me plaît
et je crois que maintenant si vraiment euh

euh enfin vous voyez l'en- l'enseignement par exemple
me m'aurait assez tenté


hein
hm hm


euh ben il se trouve que maintenant euh
je fais pas de l'enseignement si vous voulez mais enfin j'ai l'occasion quand même de
de participer à la formation économique de ces jeunes là
hein je vous ai je sais pas si je vous ai dit que
"
16;"
et enfin ça c'est ce que j'ai éprouvé hein
oui
ce que j'ai éprouvé
hm hm oui

je crois hein ça

c'est mon expérience hein c'est mon expérience à moi et

hein
alors là euh vraiment j'ai été dé- quand j'ai eu
disons depuis mille neuf cent cinquante surtout j'ai été amené à faire pas mal de d'exposés de cours de participer à des discussions à des débats
euh dans des sessions de formation syndicale

et alors parce que euh je traitais des problèmes

que les gens qui rece- qui étaient là avec moi

euh n'étaient pas habitués enfin des
quand on est obligé d'aborder des problèmes euh économiques 
enfin je me souviens le premier sujet que j'ai eu à traiter
c'est la productivité

hein

avec euh des des gens qui n'avaient aucune préparation

hein
pour traiter de s- pour recevoir quelque chose là-dessus
ça nous oblige mais enfin si on veut pas
euh simplement euh faire un
un exposé puis se dire ça va bien c'est fini

eh bien ça vous oblige à chercher 
les points d'accrochage

hein

et alors euh je crois qu'effectivement euh
le fait d'enseigner à des adultes

euh et de ar- de chercher à
à voir ce qui leur fait difficulté à discuter à ne pas se borner à faire un exposé mais à discuter
hein

eh bien sur à mon avis c'est très formateur sur le plan pédagogique

hein



";monsieur est-ce que vous pouvez nous dire comment vous en êtes venu à exercer ce métier ?;"
oh 

c'est un peu un hasard

 rentrer dans l'administration où je suis rentré 

hein
c'est un peu un hasard hein euh donc euh j'habitais Beaugency
et je vous ai dit que mon père avait une entreprise de couverture plomberie chauffage central
et vraiment
euh je crois que
d'abord j'étais pas doué du tout euh pour les tâches manuelles hein ça alors euh je suis vraiment euh nul
dans ce domaine
et d'un autre côté euh j'ai vu mon père beaucoup peiner
hein

non seulement s- pas sur son plan professionnel mais

pour mener son affaire
hm hm

il a beaucoup peiné
et je crois que si vous voulez il y a eu donc là déjà un pôle de répulsion non pas que j'admirais pas le travail qu'il faisait loin de là hein
mais euh je veux dire que

euh il m'a semblé que la vie qu'il était obligé de mener parce que 

eh ben ne ne m'attirait pas hein

alors euh à partir d'un autre côté ben
euh
euh j'ai eu au départ certaines facilités disons
point de vue intellectuel pour euh

pou- pour

pour étudier

et alors euh ben euh je suis rentré j'ai fait sixième cinquième euh à Beaugency sentant que j'en avais la possibilité puis je suis rentrée en quatrième troisième enfin ça a marché
alors à partir de là euh j'avais aucune idée précise hein euh même quand j'ai enfin si quand j'ai eu passé le bac
euh j'ai fait philo donc à l'époque y avait philo et maths hen c'était

y avait pas d'autres s- issues c'était philo ou maths j'ai fait philo

j'étais pas particulièrement doué pour les maths hein

et alors euh

euh donc il fallait que je choisisse une branche dans laquelle les maths n'étaient pas indispensables

hm hm

et alors on avait d'excellents amis à Beaugency

euh qui d'ailleurs était pas de Beaugency de

enfin c'était une famille de gens qui était originaire de l'Auvergne

et qui étaient là c'étaient des fonctionnaires c'était le receveur de l'enregistrement de Beaugency
quoi hein et nous étions 
"
17;"
si après euh je vous dis j'ai eu vraiment euh
de la chance dans le déroulement de ma carrière parce que
euh
il y a eu tout un tas de circonstances qui ont fait que je suis revenu d'abord à Orléans qui ont fait que j'ai pu y rester
et que j'étais à la direction départementale où j'ai eu des tâches intéressantes
et puis j'ai eu la chance de changer très rarement de directeur enfin en

en vingt-sept ans d'administration j'en suis qu'à mon troisième directeur ce qui dans l'administration i-
c'est c'est très rare
hein
et d'avoir trois directeurs avec des tempéraments très différents euh

avec lesquels je me suis toujours très bien

non allez -y

est-ce que
alors pardon

ah oui


vers cette branche alors euh moyennant quoi ben
je me suis inscrit en faculté de droit à l'époque c'était à Paris

et puis après ben j'ai préparé le concours pour rentrer dans l'enregistrement

";oui vous en êtes content ?;"
ah oui

oui

avec des
enfin j'en ai été content pour des raisons différentes hein
c'est pas hein
c'est p- c'est pas parce qu'ils étaient le même type d'homme alors absolument pas
c'est des hommes très différents les uns des autres
hein
mais euh

j'ai hm j'ai trouvé euh à m'adapter très bien avec eux
et à
à avoir le bonn- le bon côté de

hm hm


hein


et les gens qui travaillent avec vous enfin
vos collègues alors vous en êtes content enfin

oui

oui j'ai eu aussi euh je crois beaucoup de chance de ce côté-là euh
j'ai eu un collègue avec lequel on a du être face à face euh
à longueur de journée pendant je crois une douzaine d'années
et euh avec lequel je suis très ami parce que on a jamais eu la moindre euh
discussion
il se trouve que sur beaucoup de problèmes d'ailleurs on pensait la même chose il est pas orléanais

 

"
18;"
bien un mot qui revient souvent dans ce que vous avez dit euh avant c'est le mot chance


il est originaire du Pas de Calais voyez 

hein et puis alors euh quand je suis passé à la direction régionale il y a trois ou quatre ans

il s'est trouvé qu'on m'a donné comme euh collaborateur

quelqu'un qui venait de d'une autre administration financière 
les contributions indirectes que je connaissais

et qui s'intéressait également aux mêmes problèmes que moi hein
ce qui fait que maintenant depuis trois ans on travaille ensemble et que

effectivement lui aussi le travail qui le change beaucoup par rapport à ce qu'il faisait avant lui plaît
et que vraiment euh

ça va très bien 


hm hm

oui

oui j'ai eu aussi euh je crois beaucoup de chance de ce côté-là euh
j'ai eu un collègue avec lequel on a du être face à face euh
à longueur de journée pendant je crois une douzaine d'années
et euh avec lequel je suis très ami parce que on a jamais eu la moindre euh
discussion
il se trouve que sur beaucoup de problèmes d'ailleurs on pensait la même chose il est pas orléanais

 


et les gens qui travaillent avec vous enfin
vos collègues alors vous en êtes content enfin
";est-ce que vous pouvez dire chance par rapport à quoi ? est-ce que vous auriez pu avoir une vie;"
différente ?
eh bien oui parce que

quand je suis rentré dans l'administration de l'enregistrement
il existait à ce moment-là de multiples recettes à l'origine euh

c'est une administration dans laquelle il y avait une recette par chef-lieu de canton

hein

euh et donc euh y avait une très grande dispersion des bureaux
et euh y avait une certain un certain lien
entre le grade auquel on en était et le bureau que l'on était amené à gérer
ce qui veut dire que la plupart des gens
euh
faisaient de nombreux postes étaient amenés à changer très fréquemment
et souvent à s'expatrier très loin dans des régions
les plus jeunes toujours les plus désagréables enfin
bon et effectivement

quand j'étais encore fiancé une des mes collègues âgée euh
a connaissait ma ma fiancée ma femme maintenant
et l'a rencontré lui a dit ouh vous savez
faut pas croire que vous resterez à Orléans vous serez obligé de
de circuler et puis vous verrez vous irez dans les tout petits pays vous serez hein


et vous voyez ça ne s'est jamais produit je suis resté donc euh
hm hm hm hm hm

si vous voulez par rapport à certains de mes collègues enfin
ça m'a convenu hein peut-être que je me serais adapté à ces changements je sais pas
j'aurais peut-être trouvé autre je crois

moi je sais pas moi je crois que je dirais peut-être la même chose si
si y avait eu vous savez on a des listes enfin

je crois qu'il faut toujours quand même rechercher
dans une situation euh les aspects positifs


hein hein

"
19;"
oui
est-ce que vous pouvez dire chance par rapport à quoi ? est-ce que vous auriez pu avoir une vie

bien un mot qui revient souvent dans ce que vous avez dit euh avant c'est le mot chance


il est originaire du Pas de Calais voyez 

hein et puis alors euh quand je suis passé à la direction régionale il y a trois ou quatre ans

il s'est trouvé qu'on m'a donné comme euh collaborateur

quelqu'un qui venait de d'une autre administration financière 
les contributions indirectes que je connaissais

et qui s'intéressait également aux mêmes problèmes que moi hein
ce qui fait que maintenant depuis trois ans on travaille ensemble et que

effectivement lui aussi le travail qui le change beaucoup par rapport à ce qu'il faisait avant lui plaît
et que vraiment euh

ça va très bien 


hm hm

oui

oui j'ai eu aussi euh je crois beaucoup de chance de ce côté-là euh
j'ai eu un collègue avec lequel on a du être face à face euh
à longueur de journée pendant je crois une douzaine d'années
et euh avec lequel je suis très ami parce que on a jamais eu la moindre euh
discussion
il se trouve que sur beaucoup de problèmes d'ailleurs on pensait la même chose il est pas orléanais

 

";différente ?;"
quand je suis rentré dans l'administration de l'enregistrement
il existait à ce moment-là de multiples recettes à l'origine euh

c'est une administration dans laquelle il y avait une recette par chef-lieu de canton

hein

euh et donc euh y avait une très grande dispersion des bureaux
et euh y avait une certain un certain lien
entre le grade auquel on en était et le bureau que l'on était amené à gérer
ce qui veut dire que la plupart des gens
euh
faisaient de nombreux postes étaient amenés à changer très fréquemment
et souvent à s'expatrier très loin dans des régions
les plus jeunes toujours les plus désagréables enfin
bon et effectivement

quand j'étais encore fiancé une des mes collègues âgée euh
a connaissait ma ma fiancée ma femme maintenant
et l'a rencontré lui a dit ouh vous savez
faut pas croire que vous resterez à Orléans vous serez obligé de
de circuler et puis vous verrez vous irez dans les tout petits pays vous serez hein


et vous voyez ça ne s'est jamais produit je suis resté donc euh
hm hm hm hm hm

si vous voulez par rapport à certains de mes collègues enfin
ça m'a convenu hein peut-être que je me serais adapté à ces changements je sais pas
j'aurais peut-être trouvé autre je crois

moi je sais pas moi je crois que je dirais peut-être la même chose si
si y avait eu vous savez on a des listes enfin

je crois qu'il faut toujours quand même rechercher
dans une situation euh les aspects positifs


hein hein


hein

"
20;"
parce qu'y en a toujours
hein


hm hm

hein


hein hein


si vous voulez par rapport à certains de mes collègues enfin
ça m'a convenu hein peut-être que je me serais adapté à ces changements je sais pas
j'aurais peut-être trouvé autre je crois

moi je sais pas moi je crois que je dirais peut-être la même chose si
si y avait eu vous savez on a des listes enfin

je crois qu'il faut toujours quand même rechercher
dans une situation euh les aspects positifs

";est-ce que vous êtes content de des horaires de travail ?;"
est-ce que vous trouvez que vous travaillez trop ?
nan absolument pas

c'est pas une question de de durée
hein
c'est une question de répartition

c'est une question de répartition
je suis un partisan acharné de la journée continue


je souhaiterais commencer plus tôt
euh n'avoir qu'une demi heure ou trois quarts d'heure de coupure à midi

hm

et sortir beaucoup plus tôt pour pouvoir euh


hm hm

"
21;"
est-ce que vous êtes content de des horaires de travail ?

parce qu'y en a toujours
hein


hm hm

hein


hein hein

";est-ce que vous trouvez que vous travaillez trop ?;"
c'est pas une question de de durée
hein
c'est une question de répartition

c'est une question de répartition
je suis un partisan acharné de la journée continue


je souhaiterais commencer plus tôt
euh n'avoir qu'une demi heure ou trois quarts d'heure de coupure à midi

hm

et sortir beaucoup plus tôt pour pouvoir euh


hm hm


mais on peut pas travailler le même moment 

oh euh l'horreur oui ch- 
"
22;"
c'est ça

euh mais effectivement euh

euh je vous dis quarante heures j'aimerais mieux que
les quarante-deux heures c'est pas la question des deux heures c'est que
enfin si vous voulez y a un certain nombre de choses que je souhaiterais faire que j'ai pas le temps de faire

hm


vous croyez c'est ça aussi hein



 euh
disons que on fait maintenant euh quarante-deux heures on descendrait à quarante heures oui j'aimerais bien hein
mais

quarante heures oui ça ça irait
étant donné que je fais un travail qui me qui me plaît hein



mais on peut pas travailler le même moment 

oh euh l'horreur oui ch- 
";par exemple ? ;"
hein ben lire beaucoup plus que je n'ai le temps de faire oui

oui


euh tout autre type de question

euh
quand on dit d'une personne que c'est quelqu'un de bien

euh qu'est-ce que ça veut dire exactement d'après vous ?


ah pour moi c'est quelqu'un qui a une euh valeur humaine hein c'est-à-dire quelqu'un
euh qui aime pas se compromettre

hein

et euh oui



qu'est-ce que 
 qu'est-ce que vous en pensez ?
ben c'est-à-dire qui transige pas avec ses

alors se compromettre 

"
