;previous_5_turn;question;next_5_turn
1747;"
euh je suis pour 

alors vous ètes euh 

moi je trouve 

parquage ben euh en français parquage ça représente plutôt les bestiaux 

les bestiaux sont parqués

tandis que une je vois pas du tout une une voiture au parquage

que parking on a tellement l'habitude de dire ces mots-là  

stop 
c'est week-end tout ça c'est rentré c'est c'est français maintenant c'est 

parquage ? 
";en gros vous ètes pour ? ;"
ah je suis pour 
oui oui oui


oui 

oh oui ben je comprends 

du moment qu'on ne les écorche pas 

ah oui oui faut pas dire le le le week-end


alors là  ça va plus 

ou le smoking


"
1748;"
Superman on on sait tout de suite on voit tout de suite ce que c'est hein 

il y en a pas beaucoup mais enfin 


ah oui 

oui

alors vous vous ètes content des mots comme le pressing le euh 

il y a tellement de mots écorchés 

"; milieux sociaux différents ?;"
oh oui 

oui

oh là  là  
je comprends 


alors ce ces différences sont-elles très grandes alors ou ?

très grandes 
"
1749;"
oh là  là  
je comprends 


oui

oh oui 

oh oui 

y a-t-il des différences selon vous dans la façon de parler français entre les gens appartenant à  des
 milieux sociaux différents ?

Superman on on sait tout de suite on voit tout de suite ce que c'est hein 

il y en a pas beaucoup mais enfin 

";alors ce ces différences sont-elles très grandes alors ou ?;"
très grandes 

ah oui 

très grandes

en quoi portent-elles portent-elles surtout ? 


sur la prononciation de euh des mots

euh 

ah oui question de prononciation 

oh oui 

"
1750;"
très grandes 

alors ce ces différences sont-elles très grandes alors ou ?

oh là  là  
je comprends 


oui

oh oui 
";en quoi portent-elles portent-elles surtout ? ;"

sur la prononciation de euh des mots

euh 

ah oui question de prononciation 

oh oui 


prononciation 

des mots oui des mots dits l'un pour l'autre

"
1751;"
beaucoup de Français font euh beaucoup de Français vous diront 
je vais chez je vais au coiffeur je vais au boucher je vais que on ne dit pas on dit je vais chez le boucher je vais chez le coiffeur 

et si vous allez dans 

dans certains classes et ben on dit toujours ça


mais

alors euh un magasin est bien achalandé le vrai terme c'est un magasin était bien fourni 

c'est pas c'est une erreur de langue française que tout le monde 


ah bon 


euh il y a il y a beaucoup de gens vous disent par exemple dans un je vais ce magasin était bien achalandé 
et si vous euh achalandé ça veut pas dire qu'il y a beaucoup de marchandises

ça veut dire qu'il y a beaucoup de clients alors je vois pas pour 
";ah oui ?;"
et à  la campagne encore pire et alors ils déforment encore par-dessus le marché ils déforment les mots 

et j'ai l'histoire de mon beau-père qui était prisonnier en Allemagne et qui est-ce qui avait s'était mis dans la tète d'apprendre le français 
à  un Allemand et l'allemand lui apprenait le le 
l'allemand et qui disait oh qui disait à  ce brave homme que ça c'était des pommes 
 ben des pommes
 c'est pas de c'est il si il apprend le français classique l'autre il saura jamais ce que c'est qu'une pomme 



bon alors comment expliquez-vous ces différences euh entre la façon de parler ?

eh ça vient toujours du du milieu d'éducation 


c'est tout oui 

ah oui 

"
1752;"
et à  la campagne encore pire et alors ils déforment encore par-dessus le marché ils déforment les mots 

et j'ai l'histoire de mon beau-père qui était prisonnier en Allemagne et qui est-ce qui avait s'était mis dans la tète d'apprendre le français 
à  un Allemand et l'allemand lui apprenait le le 
l'allemand et qui disait oh qui disait à  ce brave homme que ça c'était des pommes 
 ben des pommes
 c'est pas de c'est il si il apprend le français classique l'autre il saura jamais ce que c'est qu'une pomme 



ah oui ?

beaucoup de Français font euh beaucoup de Français vous diront 
je vais chez je vais au coiffeur je vais au boucher je vais que on ne dit pas on dit je vais chez le boucher je vais chez le coiffeur 

et si vous allez dans 

dans certains classes et ben on dit toujours ça


mais

alors euh un magasin est bien achalandé le vrai terme c'est un magasin était bien fourni 

c'est pas c'est une erreur de langue française que tout le monde 

";bon alors comment expliquez-vous ces différences euh entre la façon de parler ?;"
eh ça vient toujours du du milieu d'éducation 


c'est tout oui 

ah oui 


oui


c'est la seule chose oui 

"
1753;"
c'est la seule chose oui 


oui


ah oui 


c'est tout oui 

eh ça vient toujours du du milieu d'éducation 

";de mieux en mieux de plus en plus mal ou est-ce qu'il y a pas de changement ? ;"
oh ils devraient parler de mieux en mieux quand mème

ah oui ? 

il me semble 

oh ça c'est bien 


alors c'est c'est à  désespérer de tout 
"
1754;"
oh ils devraient parler de mieux en mieux quand mème

bon

est-ce que vous pensez monsieur que les gens 
parlent 
de mieux en mieux de plus en plus mal ou est-ce qu'il y a pas de changement ? 

c'est la seule chose oui 


oui


ah oui 

";ah oui ? ;"
il me semble 

oh ça c'est bien 


alors c'est c'est à  désespérer de tout 

bon je suis pas découragé 

et de quoi cela vient-il alors ? 


la scolarité déjà  un peu plus prolongée
"
1755;"
alors c'est c'est à  désespérer de tout 

oh ça c'est bien 


il me semble 

ah oui ? 

oh ils devraient parler de mieux en mieux quand mème
";et de quoi cela vient-il alors ? ;"

la scolarité déjà  un peu plus prolongée

hm hm
oui


les moyens aussi 


oui les les moyens de radio télévision 

ah oui 
"
1756;"
euh euh à  

quand mème 


parce que

dans nos connaissances ma foi ici on n'en a pas beaucoup 
on peut pas s'étendre dessus 

oui euh 

oui 
ah bon 

oh dans la généralité je parle 
";vous habitez Orléans depuis dix dix-neuf ans ?;"
eh oui ben je connais personne 

oh ?


c'est vrai 

euh en en bas en haut c'est tout 

c'est des gens très bien en bas mais on n'est on n'est pas lié et euh
bonjour bonsoir et c'est tout 

j'ai des amis à  Salbris là  oà¹ on va ils parlent très bien français 
lui était géomètre euh sa femme était institutrice 

oui 

et sa fille et son gendre sont à  Air France c'est des gens qui parlent très bien français ils sont très intéressants à  

"
1757;"
eh oui ben je connais personne 

vous habitez Orléans depuis dix dix-neuf ans ?

euh euh à  

quand mème 


parce que

dans nos connaissances ma foi ici on n'en a pas beaucoup 
on peut pas s'étendre dessus 

oui euh 
";oh ?;"
c'est vrai 

euh en en bas en haut c'est tout 

c'est des gens très bien en bas mais on n'est on n'est pas lié et euh
bonjour bonsoir et c'est tout 

j'ai des amis à  Salbris là  oà¹ on va ils parlent très bien français 
lui était géomètre euh sa femme était institutrice 

oui 

et sa fille et son gendre sont à  Air France c'est des gens qui parlent très bien français ils sont très intéressants à  


oui

à  vivre 

"
1758;"
à  vivre 


oui

et sa fille et son gendre sont à  Air France c'est des gens qui parlent très bien français ils sont très intéressants à  


oui 

c'est vrai 

euh en en bas en haut c'est tout 

c'est des gens très bien en bas mais on n'est on n'est pas lié et euh
bonjour bonsoir et c'est tout 

j'ai des amis à  Salbris là  oà¹ on va ils parlent très bien français 
lui était géomètre euh sa femme était institutrice 
";et parmi les gens que vous ètes amené à  entendre parler mème mème sans les connaà®tre alors ce sont toujours les mèmes ? ;"
oui c'est le mème genre

 c'est le mème 
oui


professeurs ou 


ce n'est pas toujours les professeurs qui parlent mieux

oui mais quand mème euh 
"
1759;"
professions libérales oui les docteurs les notaires les architectes 
les gens qui ont euh alors on en revient toujours euh les gens qui ont fait des études sortent d'un certain niveau 


oui 


ce serait alors là  
ce serait la fin des la fin de tout là  
c'est eux qui sont chargés de nous l'apprendre 


quand mème 


oui mais quand mème euh 
";fait parti ou non du bon français ? ;"
ah oui l'Académie 

ah oui 

l'Académie 


oui


fondée par Richelieu 

"
1760;"
fondée par Richelieu 


oui


l'Académie 


ah oui 

ah oui l'Académie 
";et vous trouvez que c'est utile ? ;"
oui 
oui oui puisque

on on on rajoute des mots tous tous les ans

le le le le le dictionnaire 

augmente tous les ans de de mots qui n'avaient on est obligé avec euh 

dans le temps on parlait pas de fusée on parlait pas de satellite euh comme maintenant de 

hm hm

le de réacteur qu'est-ce que c'était qu'un réacteur on le savait pas comme ceux qu'on a en ce moment


oui 

on dit quelquefois vous savez que la langue française se dégrade 
qu'en pensez-vous ?


non je ne pense pas 

"
1761;"
le de réacteur qu'est-ce que c'était qu'un réacteur on le savait pas comme ceux qu'on a en ce moment


hm hm

oui 
oui oui puisque

on on on rajoute des mots tous tous les ans

le le le le le dictionnaire 

augmente tous les ans de de mots qui n'avaient on est obligé avec euh 

dans le temps on parlait pas de fusée on parlait pas de satellite euh comme maintenant de 

et vous trouvez que c'est utile ? 

fondée par Richelieu 

";qu'en pensez-vous ?;"

non je ne pense pas 


vous pensez pas bon 

non 

si toutefois ils appellent se dégrader de prendre des mots étrangers


oui évidemment c'est 

alors là 
une question
"
1762;"
alors là 
une question

oui évidemment c'est 

non 

si toutefois ils appellent se dégrader de prendre des mots étrangers


vous pensez pas bon 


non je ne pense pas 

";est-ce qu'il faut obliger les journalistes euh les speakers la Télé la radio à  employer un bon français ?;"

oui tant qu'à  faire oui

parce que 

faut les obliger ? 

ah oui 

euh tout le monde ne peut pas relever leurs leurs bévues mais certainement que dans ceux qui écoutent il doit en avoir beaucoup qui sont capables de leur dire hé là  

ça va pas 

alors vous croyez que c'est assez important ? 

oui ça doit ètre important 
"
1763;"

oui tant qu'à  faire oui

parce que 

les langues toujours empruntent des mots des mots à  autres à  d'autres langues n'est-ce pas 

mais enfin 
et 

bon bon 

on arrive

un peu 

peu à  peu
est-ce qu'il faut obliger les journalistes euh les speakers la Télé la radio à  employer un bon français ?

alors là 
une question

oui évidemment c'est 

non 

si toutefois ils appellent se dégrader de prendre des mots étrangers

";faut les obliger ? ;"
ah oui 

euh tout le monde ne peut pas relever leurs leurs bévues mais certainement que dans ceux qui écoutent il doit en avoir beaucoup qui sont capables de leur dire hé là  

ça va pas 

alors vous croyez que c'est assez important ? 

oui ça doit ètre important 

oui oui 

comment devrait-on exercer cet ce contrôle alors

ça c'est difficile n'est-ce pas ?

oui

je vois pas comment on pourrait faire 
"
1764;"
ah oui 

euh tout le monde ne peut pas relever leurs leurs bévues mais certainement que dans ceux qui écoutent il doit en avoir beaucoup qui sont capables de leur dire hé là  

ça va pas 

faut les obliger ? 


oui tant qu'à  faire oui

parce que 

les langues toujours empruntent des mots des mots à  autres à  d'autres langues n'est-ce pas 

mais enfin 
et 

bon bon 

on arrive

un peu 

peu à  peu
est-ce qu'il faut obliger les journalistes euh les speakers la Télé la radio à  employer un bon français ?

alors là 
une question
";alors vous croyez que c'est assez important ? ;"
oui ça doit ètre important 

oui oui 

comment devrait-on exercer cet ce contrôle alors

ça c'est difficile n'est-ce pas ?

oui

je vois pas comment on pourrait faire 

non


on peut pas les sanctionner ces malheureux faut qu'ils gagnent leur vie

"
1765;"
oui ça doit ètre important 

alors vous croyez que c'est assez important ? 

ah oui 

euh tout le monde ne peut pas relever leurs leurs bévues mais certainement que dans ceux qui écoutent il doit en avoir beaucoup qui sont capables de leur dire hé là  

ça va pas 

faut les obliger ? 


oui tant qu'à  faire oui

parce que 
";ça c'est difficile n'est-ce pas ?;"
oui

je vois pas comment on pourrait faire 

non


on peut pas les sanctionner ces malheureux faut qu'ils gagnent leur vie


leur donner des lignes ? 

ben oui
"
1766;"
on peut pas les sanctionner ces malheureux faut qu'ils gagnent leur vie


non


oui

je vois pas comment on pourrait faire 

oui oui 

comment devrait-on exercer cet ce contrôle alors

ça c'est difficile n'est-ce pas ?

oui ça doit ètre important 
";leur donner des lignes ? ;"
ben oui

oui


leur donner un manuel 

de bons mots 


croyez-vous monsieur que 

aujourd'hui l'orthographe et la correction de la langue 

et soient enseignées aussi bien ou mieux peut-ètre que dans votre temps ? 


moins bien je crois 
"
1767;"
leur donner un manuel 

de bons mots 


oui


ben oui

leur donner des lignes ? 

on peut pas les sanctionner ces malheureux faut qu'ils gagnent leur vie

";et soient enseignées aussi bien ou mieux peut-ètre que dans votre temps ? ;"

moins bien je crois 

moins bien ? 

oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à  désirer et par des des candidats aux aux grands ex- examens


mème chose pour la correction 

vous pensez ?

ça ou j'ai pas été moi
"
1768;"

moins bien je crois 

croyez-vous monsieur que 

aujourd'hui l'orthographe et la correction de la langue 

et soient enseignées aussi bien ou mieux peut-ètre que dans votre temps ? 

leur donner un manuel 

de bons mots 


oui


ben oui
";moins bien ? ;"
oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à  désirer et par des des candidats aux aux grands ex- examens


mème chose pour la correction 

vous pensez ?

ça ou j'ai pas été moi

ah ? 

c'est pas facile à  dire là  
"
1769;"
oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à  désirer et par des des candidats aux aux grands ex- examens


moins bien ? 


moins bien je crois 

croyez-vous monsieur que 

aujourd'hui l'orthographe et la correction de la langue 

et soient enseignées aussi bien ou mieux peut-ètre que dans votre temps ? 

leur donner un manuel 

de bons mots 

";vous pensez ?;"
ça ou j'ai pas été moi

ah ? 

c'est pas facile à  dire là  


comment expliquez-vous cela ? 


là  il faudrait avoir passé par là  pour euh 

"
1770;"
ça ou j'ai pas été moi

mème chose pour la correction 

vous pensez ?

oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à  désirer et par des des candidats aux aux grands ex- examens


moins bien ? 


moins bien je crois 
";ah ? ;"
c'est pas facile à  dire là  


comment expliquez-vous cela ? 


là  il faudrait avoir passé par là  pour euh 


oui

enfin dans quelle matière français étiez-vous le plus fort vous mème à  l'école monsieur ? 

géographie
histoire géographie 

"
1771;"
c'est pas facile à  dire là  

ah ? 

ça ou j'ai pas été moi

mème chose pour la correction 

vous pensez ?

oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à  désirer et par des des candidats aux aux grands ex- examens

";comment expliquez-vous cela ? ;"

là  il faudrait avoir passé par là  pour euh 


oui

enfin dans quelle matière français étiez-vous le plus fort vous mème à  l'école monsieur ? 

géographie
histoire géographie 


ah oui histoire 

histoire géographie 

oui
"
1772;"

là  il faudrait avoir passé par là  pour euh 



comment expliquez-vous cela ? 

c'est pas facile à  dire là  

ah ? 

ça ou j'ai pas été moi
";enfin dans quelle matière français étiez-vous le plus fort vous mème à  l'école monsieur ? ;"
géographie
histoire géographie 


ah oui histoire 

histoire géographie 

oui

oui


mais à  l'époque c'était pas poussé comme maintenant 

"
1773;"
mais à  l'époque c'était pas poussé comme maintenant 


oui


oui

ah oui histoire 

histoire géographie 

géographie
histoire géographie 

";monsieur habituellement avez-vous quelque chose pour écrire sur vous ? ;"

toujours un petit carnet toujours 

toujours oui

euh

un petit carnet et mon stylo bille toujours 

stylo stylo à  bille oui 

ah oui

"
1774;"
et mais pour le travail un stylo bille ça c'est suffisant

plus pratique avec les duplicatas 


oui
écrire

euh stylo plume c'est bon pour écrire à  la maison 
c'est c'est plus correct

pour 

c'est-à -dire que 
stylo à  plume euh

beaucoup

vous vous ne faites pas des différences entre les deux stylo à  encre stylo 
";possédé un stylo à  plume ou un stylo à  encre ? ;"
pour ma première communion 


ah 

oui

une montre et un stylo à  plume à  plume rentrante 

oui oui je m'en rappelle on m'a dit qu'il fallait pas le casser 


quand avez-vous écrit pour la dernière fois ? 


ce soir 

"
1775;"
une montre et un stylo à  plume à  plume rentrante 

oui oui je m'en rappelle on m'a dit qu'il fallait pas le casser 


ah 

oui

pour ma première communion 


oui 

est-ce que vous pourriez vous rappeler monsieur
à  la suite de de quelles circonstances vous avez pour la première fois 

possédé un stylo à  plume ou un stylo à  encre ? 

et mais pour le travail un stylo bille ça c'est suffisant

plus pratique avec les duplicatas 

";quand avez-vous écrit pour la dernière fois ? ;"

ce soir 


bon 

c'était pour quoi euh 

faire le rapport de journée du travail 


ah oui

si je viens à  déchiffrer mon mon écriture alors 

enfin 
oui 

oh là  là  

avez-vous besoin d'écrire pour
 votre travail alors il me semble

les feuilles les feuilles de journée 
"
1776;"
et vous dites que habituellement vous portez sur vous un carnet 

oui oui 


oui 

oui feuilles de route 

c'est ce que nous faisons nous en ce moment oui

feuilles de route 

oui oui
";n'est-ce pas ? ;"

un agenda aussi ? 

un agenda oui aussi 

ah oui

dans ma trousse un agenda 

toujours 


bon

si vous deviez dire quelque chose à  une personne qui habitait à  mettons cinq cinq kilomètres de chez vous 

péf- préféreriez-vous euh vous déplacer pour aller le voir ou écrire ? 
"
1777;"
n'est-ce pas ? 
hm hm

et vous dites que habituellement vous portez sur vous un carnet 

oui oui 


oui 

oui feuilles de route 

c'est ce que nous faisons nous en ce moment oui

feuilles de route 
";un agenda aussi ? ;"
un agenda oui aussi 

ah oui

dans ma trousse un agenda 

toujours 


bon

si vous deviez dire quelque chose à  une personne qui habitait à  mettons cinq cinq kilomètres de chez vous 

péf- préféreriez-vous euh vous déplacer pour aller le voir ou écrire ? 

téléphoner 
"
1778;"
dans ma trousse un agenda 

toujours 


ah oui

un agenda oui aussi 


un agenda aussi ? 

n'est-ce pas ? 
hm hm
";péf- préféreriez-vous euh vous déplacer pour aller le voir ou écrire ? ;"
téléphoner 

téléphoner oui 

tellement plus pratique 

ça sera la mème chose si c'était une euh 

une personne qui était un de vos amis 
ou euh si c'était quelqu'un 

peut-ètre oh je ne sais pas si si vous ètes employé euh privé ou quoi mais si c'était votre empl- employeur ou 


oh je téléphone

"
1779;"
téléphone ah oui 

oui


oh je téléphone


ça sera la mème chose si c'était une euh 

une personne qui était un de vos amis 
ou euh si c'était quelqu'un 

peut-ètre oh je ne sais pas si si vous ètes employé euh privé ou quoi mais si c'était votre empl- employeur ou 

tellement plus pratique 
";bon et quand ils n'ont pas de téléphone ? ;"
ben 

il faut y aller 

il faut y aller 

ah oui

plutôt que plutôt que d'écrire ? 

ah oui cinq kilomètres oui 
"
1780;"
ah oui

il faut y aller 

ben 

il faut y aller 

oui 

bon et quand ils n'ont pas de téléphone ? 

téléphone ah oui 
";plutôt que plutôt que d'écrire ? ;"
ah oui cinq kilomètres oui 

oui 

bon 

si

pas de téléphone 


se déplacer 


est-il important selon vous d'avoir une belle écriture ? 


pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à  la main fallait avoir une belle écriture maintenant c'est la machine à  écrire 
"
1781;"
se déplacer 


oui 

bon 

si

pas de téléphone 


ah oui cinq kilomètres oui 

plutôt que plutôt que d'écrire ? 

ah oui
";est-il important selon vous d'avoir une belle écriture ? ;"

pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à  la main fallait avoir une belle écriture maintenant c'est la machine à  écrire 

oui 

et de l'orthographe ? 

oui c'est préférable à  l'écriture 

ah oui ? 


vaut mieux avoir une bonne orthographe que 
"
1782;"

pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à  la main fallait avoir une belle écriture maintenant c'est la machine à  écrire 

est-il important selon vous d'avoir une belle écriture ? 

se déplacer 


oui 

bon 

si

pas de téléphone 


ah oui cinq kilomètres oui 
";et de l'orthographe ? ;"
oui c'est préférable à  l'écriture 

ah oui ? 


vaut mieux avoir une bonne orthographe que 

oui 

pourquoi alors ? 


ben pour celui qui vous relit déjà  

"
1783;"
oui c'est préférable à  l'écriture 

oui 

et de l'orthographe ? 


pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à  la main fallait avoir une belle écriture maintenant c'est la machine à  écrire 

est-il important selon vous d'avoir une belle écriture ? 

se déplacer 

";ah oui ? ;"
vaut mieux avoir une bonne orthographe que 

oui 

pourquoi alors ? 


ben pour celui qui vous relit déjà  


oui

bon 

oh je vois pas clair 

c'est mal tapé 
mal copié

ah oui seriez-vous favorable monsieur à  à  une réforme de l'orthographe 

c'est une question dont on parle beaucoup de temps à  autre n'est-ce pas mème 

oui on en a parlé il y a pas longtemps mème

"
1784;"
vaut mieux avoir une bonne orthographe que 

ah oui ? 


oui c'est préférable à  l'écriture 

oui 

et de l'orthographe ? 


pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à  la main fallait avoir une belle écriture maintenant c'est la machine à  écrire 
";pourquoi alors ? ;"
ben pour celui qui vous relit déjà  


oui

bon 

oh je vois pas clair 

c'est mal tapé 
mal copié

ah oui seriez-vous favorable monsieur à  à  une réforme de l'orthographe 

c'est une question dont on parle beaucoup de temps à  autre n'est-ce pas mème 

oui on en a parlé il y a pas longtemps mème


pas eu de suite oui

oh ça entraà®nerait tellement de complications 


oui
"
1785;"
je crois qu'on y reviendrait malgré soi 


oui

vous savez quand vous avez l'habitude d'écrire un mot d'une façon essayez donc de l'écrire de l'autre 


oui

pas eu de suite oui

oh ça entraà®nerait tellement de complications 

";d'abord aux amis communs ? ;"

ma femme oh là  chargée des écritures 

et 
à  la à  à  votre famille ? 

aussi 

aussi 

toutes les écritures 
"
1786;"

ma femme oh là  chargée des écritures 

ah maintenant je ne sais pas si vous allez pouvoir 

répondre à  ces petites questions mais
j'allais vous demander monsieur qui de vous ou de votre femme écrit habituellement 

d'abord aux amis communs ? 

je crois qu'on y reviendrait malgré soi 


oui

vous savez quand vous avez l'habitude d'écrire un mot d'une façon essayez donc de l'écrire de l'autre 

";à  la à  à  votre famille ? ;"
aussi 

aussi 

toutes les écritures 

bon 
et qui est-ce qui remplit les papiers administratifs ? 


oh ma secrétaire
"
1787;"
toutes les écritures 

aussi 

aussi 

et 
à  la à  à  votre famille ? 


ma femme oh là  chargée des écritures 
";et qui est-ce qui remplit les papiers administratifs ? ;"

oh ma secrétaire

c'est-à -dire le les feuilles d'impôts ? 

tout tout tout et tout 

les feuilles de sécurité sociale et caetera ah bon 


au début j'avais un un une petite entreprise à  mon compte moi je faisais le travail ma femme les écritures on s'était partagé le travail 

tout 

"
1788;"

oh ma secrétaire

bon 
et qui est-ce qui remplit les papiers administratifs ? 

toutes les écritures 

aussi 

aussi 
";c'est-à -dire le les feuilles d'impôts ? ;"
tout tout tout et tout 

les feuilles de sécurité sociale et caetera ah bon 


au début j'avais un un une petite entreprise à  mon compte moi je faisais le travail ma femme les écritures on s'était partagé le travail 

tout 


oui 

et qui de vous ou de votre 
femme 

possède la meilleure orthographe 

et la plus belle écriture ? 

c'est ma femme 
"
1789;"

au début j'avais un un une petite entreprise à  mon compte moi je faisais le travail ma femme les écritures on s'était partagé le travail 

tout 


les feuilles de sécurité sociale et caetera ah bon 

tout tout tout et tout 

c'est-à -dire le les feuilles d'impôts ? 


oh ma secrétaire
";et la plus belle écriture ? ;"
c'est ma femme 

toujours 

oui

oh il vous fait des compliments 

non non c'est la vérité 

la galanterie française mais quand mème là  c'est la vérité 

"
1790;"
non non c'est la vérité 

la galanterie française mais quand mème là  c'est la vérité 


oh il vous fait des compliments 

oui

toujours 

c'est ma femme 
";et est-ce que votre femme parle aussi le meilleur français monsieur ? ;"
ah 


je sais pas 

ça se vaut là  ou oui c'est à  peu près pareil 


ben 


hm oui

"
1791;"
hm oui


ben 


ça se vaut là  ou oui c'est à  peu près pareil 


je sais pas 

ah 

";en moyenne ? ;"
deux ou trois 

oh plus que ça . plus que ça 

mais vous monsieur ou ou enfin 

non non

ah 
"
1792;"
moi zéro 

ah 

non non

mais vous monsieur ou ou enfin 

oh plus que ça . plus que ça 
";mème pour le travail ? ;"
mème pour le travail 


bon

et est-ce que vous conservez les lettres qu'on vous envoie ? 

oui

ah oui

oui oui 

"
1793;"
mème pour le travail 


zéro bon

mème pour le travail ? 

moi zéro 

ah 

non non
";et est-ce que vous conservez les lettres qu'on vous envoie ? ;"
oui

ah oui

oui oui 


toujours ou 

euh les plus intéressantes

"
1794;"
très souvent 

oui 
très souvent mettons 

euh les plus intéressantes


toujours ou 

oui oui 

";les plus intéressantes de de quel point de vue ? ;"
ben la famille 

ah oui 

oui 

les papiers

euh les papiers d'affaires

oui
"
1795;"
alors là  oui 


oui

euh les papiers d'affaires

les papiers

ah oui 

oui 
";combien de lettres avez-vous conservées à  peu près ? ;"
oh là  


oui


des dizaines 

bon 

oh oui 
y a deux ou trois chemises là 

"
1796;"
oh oui 
y a deux ou trois chemises là 


bon 

des dizaines 

oui


oh là  

";j'allais vous demander si vous si vous faisiez un un brouillon n'est-ce pas d'abord ?;"

ben on fait un brouillon ça dépend on pour qui on écrit 

si on demande quelque chose à  au ministère on on tape pas ça du premier coup on 

essaie d'arranger ça pour le mieux
alors là  on s'y met tous les deux 


ah oui 

et je suppose que vous faites beaucoup d'attention en ce moment aux fautes d'orthographe et caetera ?

ah là  oui

oui

est-ce que vous vous relisez vos lettres ? 

oui
"
1797;"

ben on fait un brouillon ça dépend on pour qui on écrit 

si on demande quelque chose à  au ministère on on tape pas ça du premier coup on 

essaie d'arranger ça pour le mieux
alors là  on s'y met tous les deux 


alors qu'est-ce que nous avons ici
ah oui quand vous écrivez une lettre oh si puisque vous n'en écrivez pas ça ça vaut pas la peine de le vous poser la question n'est-ce pas
mais j'allais vous demander ça ne fait rien 
j'allais vous demander si vous si vous faisiez un un brouillon n'est-ce pas d'abord ?

oh oui 
y a deux ou trois chemises là 


bon 

des dizaines 
";et je suppose que vous faites beaucoup d'attention en ce moment aux fautes d'orthographe et caetera ?;"
ah là  oui

oui

est-ce que vous vous relisez vos lettres ? 

oui

oui

oui

je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe

"
1798;"
ah là  oui

ah oui 

et je suppose que vous faites beaucoup d'attention en ce moment aux fautes d'orthographe et caetera ?


ben on fait un brouillon ça dépend on pour qui on écrit 

si on demande quelque chose à  au ministère on on tape pas ça du premier coup on 

essaie d'arranger ça pour le mieux
alors là  on s'y met tous les deux 


alors qu'est-ce que nous avons ici
ah oui quand vous écrivez une lettre oh si puisque vous n'en écrivez pas ça ça vaut pas la peine de le vous poser la question n'est-ce pas
mais j'allais vous demander ça ne fait rien 
j'allais vous demander si vous si vous faisiez un un brouillon n'est-ce pas d'abord ?

oh oui 
y a deux ou trois chemises là 

";est-ce que vous vous relisez vos lettres ? ;"
oui

oui

oui

je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe


oui 

avec euh quoi est-ce que vous écrivez alors stylo ? 

stylo plume 
"
1799;"
je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe


oui

oui

oui

oui

est-ce que vous vous relisez vos lettres ? 

ah là  oui
";avec euh quoi est-ce que vous écrivez alors stylo ? ;"
stylo plume 

stylo plume 
oui

oh 

et quel euh quel type de papier utilisez-vous en général ?

un bloc 

un bloc ? 

un bloc correspondance 
"
1800;"
stylo plume 

oui 

avec euh quoi est-ce que vous écrivez alors stylo ? 

je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe


oui

oui

oui
";et quel euh quel type de papier utilisez-vous en général ?;"
un bloc 

un bloc ? 

un bloc correspondance 

bloc oui 


uni oui 
bloc uni sans corres- de correspondance 
"
1801;"
un bloc 

stylo plume 
oui

oh 

et quel euh quel type de papier utilisez-vous en général ?

stylo plume 

oui 

avec euh quoi est-ce que vous écrivez alors stylo ? 

je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe

";un bloc ? ;"
un bloc correspondance 

bloc oui 


uni oui 
bloc uni sans corres- de correspondance 

euh de quelle couleur ? 

blanc 
"
1802;"
uni oui 
bloc uni sans corres- de correspondance 

bloc oui 


un bloc correspondance 

un bloc ? 

un bloc 
";euh de quelle couleur ? ;"
blanc 

blanc

oui

sans lignes ?

sans lignes oui 

"
