;previous_sentence;question
633;"
depuis onze ans
puisque je crois que c'est en mille neuf cent cinquante-neuf
que cela a été décidé c'est la loi qui porte le nom de loi Debré

dont la mise en application évidemment
modifiait les conditions de vie
dans l'enseignement catholique

euh jusque là

les professeurs avaient il faut bien le dire un salaire de misère
euh

et il était donc difficile de recruter des professeurs et souvent
quelqu'un qui s'engageait dans l'enseignement catholique
qui avait en même temps large de famille
n'y restait pas pour cette raison-là
c'est aussi une des raisons peut-être pour laquelle on avait recours à des religieux ou à des prêtres

puisque

on ne se sentait pas obligé de leur donner le même salaire bien évidemment
depuis dix ans un professeur laïque qui s'engage dans l'enseignement catholique 
est rétribué
honnêtement
au taux où sont rétribués ses collègues de l'enseignement public

euh enfin honnêtement vis-à-vis de l'enseignement public
je veux pas dire que les carrières d'enseignement soient bien rétribuées
mais cela permet évidemment à des laïques d'envisager de faire carrière dans l'enseignement catholique

et pour certains ça correspond plus à leur goût

euh les conditions de travail ou les les soucis éducatifs que je donnais tout à l'heure la communauté éducative le

plus grande possibilité d'être disponible pour les garçons
euh cela peut plaire

et
s- ça explique aussi
que l'on trouve plus de d'enseignants laïques qu'on en trouvait il y a dix ou vingt ans

oui

";comment est-ce qu'on devient professeur donc maintenant un laïque ?
634;"
depuis onze ans
puisque je crois que c'est en mille neuf cent cinquante-neuf
que cela a été décidé c'est la loi qui porte le nom de loi Debré

dont la mise en application évidemment
modifiait les conditions de vie
dans l'enseignement catholique

euh jusque là

les professeurs avaient il faut bien le dire un salaire de misère
euh

et il était donc difficile de recruter des professeurs et souvent
quelqu'un qui s'engageait dans l'enseignement catholique
qui avait en même temps large de famille
n'y restait pas pour cette raison-là
c'est aussi une des raisons peut-être pour laquelle on avait recours à des religieux ou à des prêtres

puisque

on ne se sentait pas obligé de leur donner le même salaire bien évidemment
depuis dix ans un professeur laïque qui s'engage dans l'enseignement catholique 
est rétribué
honnêtement
au taux où sont rétribués ses collègues de l'enseignement public

euh enfin honnêtement vis-à-vis de l'enseignement public
je veux pas dire que les carrières d'enseignement soient bien rétribuées
mais cela permet évidemment à des laïques d'envisager de faire carrière dans l'enseignement catholique

et pour certains ça correspond plus à leur goût

euh les conditions de travail ou les les soucis éducatifs que je donnais tout à l'heure la communauté éducative le

plus grande possibilité d'être disponible pour les garçons
euh cela peut plaire

et
s- ça explique aussi
que l'on trouve plus de d'enseignants laïques qu'on en trouvait il y a dix ou vingt ans

oui

";on on pose sa candidature où exactement et et comment ?
635;"
et puis
oui
";faire une interview ou ?
636;"
hm hm
";viennent-ils chez nous et ne vont-ils pas dans un lycée ?
637;"
vous voyez
et puis
";oui ?
638;"
oui ?
";pardon vous voyez plusieurs candidats pour un même poste vacant ?
639;"
une aide évidemment qui se double d'un contrôle
euh sur la qualité des professeurs sur la qualité de leur enseignement les inspecteurs
passent dans les classes 
et
un professeur doit être soumis à une inspection avant d'être agréé définitivement par le
le rectorat pour pouvoir enseigner oui
";est-ce qu'il y a d'autres contrôles par exemple sur les manuels ?
640;"
euh donc du côté des programmes
et de l'horaire nous vivons absolument comme l'enseignement d'Etat c'est la la condition pour bénéficier du contrat
";c'est depuis dix-neuf cent cinquante-neuf seulement ?
641;"
du côté des manuels

je ne sais pas
s'il y a contrôle le contrôle théorique

existe c'est-à-dire que nous devons dire quels sont les manuels que nous employons

en réalité

pour qu'un manuel existe
il faut qu'il réponde
aux aux normes du programme
pour qu'un manuel puisse être vendu et que sa vente soit rentable pour un éditeur 
il faut qu'il réponde aux normes du programme
alors je pense pas qu'il y ait des des manuels qui soient interdits à la circulation
euh ce q- ce qui se passe c'est que les professeurs à la fin d'une année choisissent

pour l'année suivante les manuels qui leur semblent les plus adaptés
à leurs élèves et aux programmes et les les mieux faits au point de vue pédagogique

et puis on tâche de garder les mêmes manuels un certain temps pour ne pas obliger les parents à avoir des livres neufs chaque année

il y a 

des manuels qui sont propres à l'enseignement catholique

euh dans la mesure où se sont des enseignants de l'enseignement catholique qui les ont faits

j'avoue qu'à cet égard-là nous n'avons pas tellement de de scrupules c'est-à-dire que nous prenons ce qui nous semble le meilleur

euh il y a peut-être des des s- des secteurs d'enseignement où où ça joue
je pense en particulier à l'enseignement de l'histoire en sixième

où

au niveau de la de la classe de sixième
donc pour des des garçons de douze ans à peu près
euh au programme d'histoire il y a l'histoire biblique

euh il est sûr que

certains éditeurs

euh

faisant des livres pour l'enseignement public ne

enfin ne ne prennent pas les précautions que l'on prendrait non pas pour euh
déformer l'histoire mais pour respecter la la portée religieuse de l'histoire biblique
alors dans certains cas on on préfère prendre un manuel qui donne 
plus de garanties ou q- qui correspond mieux à ce que l'on veut enseigner q- dans le respect de la vérité au fond
euh je sais qu'il y a aussi des éditeurs catholiques qui
qui publient des manuels de maths ou de physique
là le tri se fait sur la qualité du manuel et non pas sur les les options de de ceux qui les ont rédigés

même pour le français même pour les
l'histoire dans la plupart des classes on

on cherche la la qualité du manuel plus 

que le l'étiquette de celui qui l'aurait fait
";son manuel ?
642;"
aux aux frais de scolarité qu'on évoquait tout à l'heure il faut ajouter évidemment les frais de d'achat des livres
et de fournitures scolaires

alors

dans la mesure où

de conserver un manuel euh pendant plusieurs années permet de se le procurer d'occasion ça fait évidemment aussi des frais moindres
dont il faut tenir compte pour euh

pour permettre à t- d'abord à toutes les familles de

pouvoir postuler l'enseignement catholique pour ne pas qu'il y ait d'obstacle euh

trop gros au point de vue financier

et puis pour ne pas multiplier les dépenses pour le plaisir oui
";euh ce contrat vous paraît satisfaisant ?
643;"
aux aux frais de scolarité qu'on évoquait tout à l'heure il faut ajouter évidemment les frais de d'achat des livres
et de fournitures scolaires

alors

dans la mesure où

de conserver un manuel euh pendant plusieurs années permet de se le procurer d'occasion ça fait évidemment aussi des frais moindres
dont il faut tenir compte pour euh

pour permettre à t- d'abord à toutes les familles de

pouvoir postuler l'enseignement catholique pour ne pas qu'il y ait d'obstacle euh

trop gros au point de vue financier

et puis pour ne pas multiplier les dépenses pour le plaisir oui
";euh est-ce que cela laisse toujours quelque chose à désirer ?
644;"
avec la la contrepartie euh

qui fait qu'on est logé à la même enseigne que
les enseignants de l'enseignement publique
";de formation pour les professeurs dans l'enseignement catholique ?
645;"
c'est-à-dire qu'il n'y a pas ce qu'il y a dans l'enseignement public qui est le le système euh
de
d'années pratiques
pour le le Capes ou pour l'agrégation

et il n'y a pas non plus d-
pratiquement pas d'écoles normales

euh comme il y a les différentes écoles normales euh destinées à l'enseignement public
";comment est-ce que les parents choisissent pensez-vous entre l'enseignement public et l'enseignement privé ?
646;"
hm

hm

qu'est-ce
comment est-ce que les parents choisissent pensez-vous entre l'enseignement public et l'enseignement privé ?

";d'un certain nombre de familles est-ce que c'est le tiers est-ce que c'est la moitié ?
647;"
mais ce n'est pas la la majorité je vous dis je vous donne
trois trois réponses un peu schématisées

mais qui correspondent bien à des cas que l'on rencontre
je partagerais pas tout à fait par tiers et puis ça dépend des âges
au niveau des des plus jeunes en sixième
il y a
une forte proportion de parents qui désirent l'enseignement catholique pour la formation chrétienne
et puis à mesure que l'on avance
on voit arriver un plus grand nombre de de familles

d'autres qui préféreront mettre leur fils en internat
parce que ils ne veulent pas l'avoir chez eux

pensent qu'il vaut mieux le mettre dans un internat chrétien parce que

peut-être euh l'encadrement leur semble-t-il plus sérieux euh

";est-ce qu'il y a tendance euh à ce que les élèves sortent tous d'un même niveau social ? je pense
648;"
donc euh
";est-ce qu'il y a une espèce de limite financière ?
649;"
que dans les sections traditionnelles
hm hm
";vous affecte dans l'enseignement catholique ?
650;"
que dans les sections traditionnelles
hm hm
";dans l'enseignement catholique aussi ?
651;"
mais enfin le la la carte scolaire elle-même
je ne pense pas qu'elle soit remaniée
à cause de cette distinction

elle se elle se modifie selon la la demande euh selon les les demandes des familles évidemment mais

c'est plutôt à partir de cela
";les années récentes ?
652;"
oui
";euh la plus grande la plus importante du Loiret pour l'enseignement catholique ?
653;"
ou de chez nous au lycée
à un certain contact euh plus plus fréquent

entre les enseignants et eux

pour certains bah c'est oppressif

et ils ne l- ils ne lè- ils ne le goûtent pas du tout ils ont l'impression qu'on est toujours sur leur dos
et quand ils arrivent au lycée ils disent ouf
enfin on n'a plus toujours quelqu'un sur son dos

pour d'autres ils ont l'expérience contraire en disant bah j'ai commencé mes études j'étais complètement perdu
on me laissait un peu à moi-même je suis venu ici j'ai trouvé une ambiance différente

plus sympathique et on s'est occupé de moi et
on m'a sorti du pétrin

"; remplirait pas les conditions d'admission ?
654;"
alors euh


";que fait la chambre de commerce ?
655;"
elles peuvent

euh
réaliser des zones industrielles
comme nous le faisons actuellement nous en avons euh réalisé trois zones industrielles 
de façon

à créer

des centres euh d'emploi pour une population qui se développe

enfin 
elles ont un éventail de possibilités extrêmement large

euh je ne vous en cite que quelques-uns parce que tous n'intéressent pas toutes les chambres de commerce

mais suivant l'activité du département

elles peuvent prendre une part

administrative et financière

dans des projets et des programmes

";est-ce que la chambre de commerce d'Orléans ou du Loiret joue un rôle régional ?
656;"
je vois Paris à la fois bien sûr comme un marché

très intéressant pour notre économie

mais

également comme un concurrent dans la mesure n'est-ce pas où il absorbe les intelligences

dont nous avons absolument besoin pour développer notre avenir

";comment donc euh faites-vous pour euh garder ici ces intelligences dont vous parlez ?
657;"
ah oui
comment donc euh faites-vous pour euh garder ici ces intelligences dont vous parlez ?
";quelles sont les mesures ?
658;"
euh quelles sortes de nouvelles industries ou de nouvelles entreprises donc est-ce que vous 

vous voudriez voir euh s'établir ici
à part euh
";à part les centres de recherche ?
659;"
hm

";crois-tu que ça leur demande de main-d'oeuvre est-ce que Orléans ne pourrait pas faire davantage appel à la main-d'oeuvre étrangère ?
660;"

 bien sûr

";à l'avenir ?
661;"
est-ce qu'on peut vous demander comment vous voyez le développement
d'Orléans
à l'avenir ?

est-ce que vous voyez euh une ville euh

";de deux cent mille habitants ou ?
662;"
hm hm

oui
";ou euh à ce moment-là euh quels seront les effectifs ? euh on ne sait pas
663;"
euh

il est des cités comme des hommes n'est-ce pas celles
qui laissent la responsabilité de leur développement à d'autres

finissent par perdre le sens des responsabilités

l'autonomie n- n'est n'est pas forcément le
le r- euh le

le remède ou le

euh de la p-

n'est pas forcément le le garant de la prospérité

mais
il est elle est certainement le meilleur ferment

du développement humain des individus

";vous êtes euh orléanais vous-même ?
664;"
oui

ça certainement c'est une ville euh t- très agréable ça

elle est très agréable peut-être trop agréable 

";ah oui ?
665;"
oui
";k- qu'est-ce qui vous fait dire cela ?
666;"
hm
on reste beaucoup chez soi


";quel est le but de l'expansion économique pour vous ?
667;"
ah oui
";n'est-ce pas ?
668;"
est-ce que vous croyez que les différentes catégories euh de la population euh
ont le même genre de qualités et de défauts ou bien est-ce que vous voyez la 
";différence euh ?
669;"
de la Beauce ou qu'il est issu de la Sologne euh
il est possible que son caractère soit un petit peu différent tout d'abord physiquement euh sur le plan physique oui
ceux qui sont issus de la Beauce
se se rapprochent plus d'une population nordique
ceux qui sont issus de Sologne se rapprochent certainement plus d'une population méridion- non euh

du centre sur le plan physique

";et du point de vue mentalité ?
670;"
oui

";pour vous ?
671;"
ben un cadre euh
s- s- s- 
c'est essentiellement un n-

euh un homme qui a une responsabilité sur le plan

technique

et

euh sur le plan de enfin de l'encadrement
c'est-à-dire qui

qui a ch-

sous ses ordres

une équipe
euh grosse plus moyenne plus ou petite

d'hommes à à diriger et à faire travailler

en même temps

pour euh avoir les qualités nécessaires il est certain que le cadre doit avoir une curiosité

il doit avoir des qualités supérieures point de vue curiosité d'esprit

point de vue ascendant également

point de vue caractère

";est-ce qu'il est d'une origine sociale spécifique ?
672;"
hm hm

de vivre dans une certaine ambiance on est mieux préparé à à rester dans cette ambiance
quitte à s'élever à l'intérieur de cette ambiance plutôt que de
de brutalement d'être transplanté d'un d'un milieu dans un autre comme une plante

";est-ce que vous pensez que à propos de la société orléanaise on puisse parler de classes sociales ?
673;"
hm

";théoriquement entre eux deux alors si on adopte ces questions de classes qui me paraissent une notion très primaire y en a un qui est au-dessus de l'autre mais lequel ?
674;"
automatiquement
hm hm
";alors dans ces conditions-là comment parler de classes sociales ?
675;"
euh est-ce ou est-ce que
vous vous placeriez vous-même
";moi ? ici ?
676;"
non pas toujours parce que j'appar- j'étais dans l'armée avant
";dans l'armée ?
677;"
salarié de la chambre de commerce
ou euh je m'occupe d'intérêts généraux qui sont par ex- très intéressants

c'est un métier très intéressant
j'y suis depuis quinze ans maintenant
";quinze ans ?
678;"
qui n'est pas terminée d'ailleurs

";mutation de quel état ?
679;"
en quinze ans on a vu une transformation considérable
";vous êtes euh économiste de formation ?
680;"
euh l- il y a maintenant des
dans l'enseignement des secteurs

où on étudie euh les statistiques euh l'économie euh

d'une façon très approfondie

";euh qu'est-ce que vous en pensez ?
681;"
oui

";que leur action a des conséquences néfastes ou bien plutôt favorables pour l'économie ?
682;"



";est-ce que enfin il y a interaction entre les deux ?
683;"
sénat que le conseil économique
vont être l'objet d'une réforme
qui je crois va fusionner tous ces organismes

dans un seul

organisme qui sera composé à la fois probablement de membres élus et de membres nommés
je sais pas c'est probable

on ne sait pas parfaitement

";qu'est-ce que vous en pensez ?
684;"
publics
oui
";ah publics ?
685;"
non
hm hm 


";quand vous restez là combien de temps ?
686;"
enregistrés sur bande ou non comme vous voulez est-ce que
";vous acceptez ou ?
687;"
alors
qu'est-ce que vous voulez
";que je vous dise ?
688;"
bon
";alors d'abord est-ce que vous habitez Orléans ?
689;"
que j'ai j'ai que j'ai dépassé le demi-siècle

";pardon ?
690;"
et orléanaise à la fois
";oui et votre père aussi était militaire ?
691;"
hm hm
oui


";je suppose que vous avez l'intention de rester à Orléans maintenant ?
692;"
pour prendre votre retraite oui oui
à la campagne pour prendre ma retraite à la campagne bien sûr


";euh votre euh éducation vous nous avez dit déjà Saint-Cyr mais avant Saint-Cyr ?
693;"
euh
et
des questions euh enfin euh

toutefois des

bien sur un plan

euh moins professionnel
que vos vos loisirs si vous en avez si vous disposez de quelques loisirs euh

quels sont les journaux

que vous estimez
";quels sont les j- les journaux que je lis ?
694;"
a des
divertissement ou des enfin


";des soirées musicales qui vous intéressent ?
695;"
on se plaint beaucoup qu'il n'y a rien et quand y a quelque chose on n'y va pas

";ah bon et vous ?
696;"
quelquefois pour euh
mais non pas non jamais
";vous distraire non ?
697;"
jamais
";non jamais ?
698;"
non non je je les plains beaucoup les Parisiens et j'ai pas du tout envie d'y aller
";euh vous avez mentionné la France Catholique c'est-à-dire que vous êtes catholique ?
699;"
euh

et je crois que c'est tout
";euh vous voyez autre chose ?
700;"
non
";non ?
701;"
comment en fait ce cette

euh ce souci de de séparer politique et
";syndicalisme ?
702;"
des méthodes euh
oui alors y a eu une évolution là
";n'est-ce pas ?
703;"
des méthodes euh
oui alors y a eu une évolution là
";n'est-ce pas ?
704;"
le Limousin euh ces régions là
alors là certainement
et puis euh disons au point de vue industries qu'on est certainement mieux implanté 
enfin la CFDT est certainement mieux implantée dans la métallurgie que dans la chimie par exemple
tout au moins dans la chimie traditionnelle
c'est-à-dire je parle du du caoutchouc encore que chez Michelin à Clermont-Ferrand maintenant 
euh la CFDT est à peu près à égalité avec la CGT
";ça tiendrait à quoi cela hein ?
705;"
ça tiendrait à quoi cela hein ?

";comment ?
706;"
ça cela tiendrait à quoi le fait que la CFDT est plus implantée dans la métallurgie que dans

";n'est-ce pas ?
707;"
ça cela tiendrait à quoi le fait que la CFDT est plus implantée dans la métallurgie que dans

";voyez-vous ?
708;"
bah c'est-à-dire je crois que si vous voulez le

à l'origine hein le on peut bien dire que le travail dans les usines

de chimie c'est-à-dire que c'était surtout le caoutchouc à l'origine hein 
euh à présent au contraire c'est une industrie qui demande beaucoup de 
de techniciens
à l'origine euh le y avait beaucoup plus de manoeuvres certainement
et alors il est certain que à cette époque-là

la CGT recrutait davantage que la CFDT ou la CFTC à l'époque dans ce milieu
du point de vue socié- sociologique euh

n'est-ce pas ?
euh et alors c'est c'est resté oui il est resté je vois par exemple dans le Loiret
y a à Montargis une usine 

de

de pneus enfin de caoutchouc Hutchinson

eh bien
euh la CGT est largement majoritaire

voyez-vous ?

euh

ici il y a une usine Michelin mais là alors le syndicalisme n'y pénètre pas



problème de d'entreprise ça

et mais sans quoi dans les usines de dans les laboratoires par exemple 
ces laboratoires pharmaceutiques se développent beaucoup
un laboratoire pharmaceutique quand on arrive à f- faire pénétrer une organisation syndicale
là la CFDT y tient sa place comme la CGT

et dans les industries dans la pétrochimie dans ces choses là maintenant la CFDT
euh n'a pas une position équivalente à celle de la CGT mais assez proche quand même

";a la position la plus faible par rapport à celle de la CGT ?
709;"
bah c'est-à-dire je crois que si vous voulez le

à l'origine hein le on peut bien dire que le travail dans les usines

de chimie c'est-à-dire que c'était surtout le caoutchouc à l'origine hein 
euh à présent au contraire c'est une industrie qui demande beaucoup de 
de techniciens
à l'origine euh le y avait beaucoup plus de manoeuvres certainement
et alors il est certain que à cette époque-là

la CGT recrutait davantage que la CFDT ou la CFTC à l'époque dans ce milieu
du point de vue socié- sociologique euh

n'est-ce pas ?
euh et alors c'est c'est resté oui il est resté je vois par exemple dans le Loiret
y a à Montargis une usine 

de

de pneus enfin de caoutchouc Hutchinson

eh bien
euh la CGT est largement majoritaire

voyez-vous ?

euh

ici il y a une usine Michelin mais là alors le syndicalisme n'y pénètre pas



problème de d'entreprise ça

et mais sans quoi dans les usines de dans les laboratoires par exemple 
ces laboratoires pharmaceutiques se développent beaucoup
un laboratoire pharmaceutique quand on arrive à f- faire pénétrer une organisation syndicale
là la CFDT y tient sa place comme la CGT

et dans les industries dans la pétrochimie dans ces choses là maintenant la CFDT
euh n'a pas une position équivalente à celle de la CGT mais assez proche quand même

";dans quels types d'entreprises par exemple ?
710;"
bah voyez-vous prenez enfin c'est p- c'est pas une industrie là mais prenez le personnel euh communal par exemple
ça représente quand même du monde y a douze ou treize cents personnes qui travaillent

euh

pour le compte de la ville d'Orléans

euh nous n'avons absolument aucune euh implantation

alors que la CGT a un syndicat
y a aussi un syndicat autonome car y a un certain nombre de syndicats autonomes
";hein ?
711;"
ah oui
";euh vous savez que sur une carte syndicale on appose des timbres mois par mois n'est-ce pas ?
712;"
hein
";le phénomène urbain hein ?
713;"
y a bien sûr une question de taille de l'entreprise qui joue il est certain que la grande entreprise en général
admet beaucoup mieux l'organisation syndicale
c'est d'ailleurs

j'allais dire plus intelligent
parce que il vaut mieux avoir un interlocuteur que d'en avoir euh une multiplicité 
donc quand y a une organisation syndicale

on sait à qui s'adresser encore que il existe effectivement un certain nombre de grandes entreprises
où le syndicalisme en France rencontre d'assez grosses difficultés 
c'est le cas je vous le disais tout à l'heure de Michelin
euh Michelin à part à Clermont-Ferrand où le syndicalisme a réussi à pénétrer
la plupart du temps
chez Michelin euh

c'est le cas chez Citroën

c'est le cas chez Citroën

enfin euh vous voyez y a un certain nombre de grosses entreprises mais en général

la grosse entreprise admet très bien euh l'organisation syndicale

enfin è- elle est moins
euh c'est l'entreprise familiale souvent qui au contraire euh
euh
crée des difficultés enfin l'entreprise jusqu'à cent cinquante deux cents personnes deux cents salariés
";et sur Orléans y a rien ?
714;"
alors vous comprenez pourquoi la syndicalisation est faite comment

 ça incite les gens à se débrouiller par leurs propres moyens
système D euh d'ailleurs

la la variété des salaires dans une même entreprise à à des postes identiques euh 
c'est c'est quelque chose d'extraordinaire hein

";où euh les f- les facilités accordées aux syndicats sont les plus importantes ?
715;"
hm hm

oui

";sont encore maintenant revendicatifs et ou sinon enfin est-ce qu'il y a de nouveaux types d'ouvriers ?
716;"
et est-ce que vous pourriez euh nous dire si euh les catégories d'ouvriers

qui étaient autrefois les plus revendicatifs enfin euh sont tou- 
sont encore maintenant revendicatifs et ou sinon enfin est-ce qu'il y a de nouveaux types d'ouvriers ?

dans de nouveaux secteurs de d'industrie

qui ont pris la relève si vous voulez enfin

";n'est-ce pas ?
717;"
ben je crois qu'effectivement le secteur le plus combatif ça a toujours été et c'est encore à mon avis la métallurgie

enfin ça dépend ce qu'on entend par combatif

parce que

l- l- le syndicalisme en France est très anarchique
ou ana- ou anarchisant si vous voulez

parce que

on accepte pendant très longtemps euh une situation

qui qui ne convient pas

on se syndique pas

et puis un jour on se met en colère

alors là y a un afflux

d'adhésions
un afflux vers les organisations syndicales on obtient un certain nombre d'avantages
et puis petit à petit ça se désagrège et ça recommence
n'est-ce pas ?

alors euh
dans des périodes comme celles-là
peut-être que les plus virulents s- ce ne seront pas les gens de la métallurgie encore que ils le sont assez

peut-être les gens du bâtiment

par contre euh les gens qui mènent une action syndicale quotidienne et organisée

le mieux enfin euh

c'est certainement la métallurgie

la chimie maintenant aussi

et la métallurgie et la chimie
";relativement archaïque ?
718;"
Espagnols et Portugais ici y en a y en a beaucoup
";ils sont syndiqués ?
719;"
ah oui ah oui certainement certainement ah oui enfin


";n'est-ce pas ?
720;"
non non
";n'est-ce pas ? qui le font
721;"
ben ce pour moi ce si vous voulez ça va

hm
assez assez haut dans la

";dans la hiérarchie professionnelle dans la qualification professionnelle n'est-ce pas ?
722;"
ah non la moyenne enfin ça 
statistiquement il est incontestable que dans les pays du marché commun la moyenne de
hebdomadaire de travail euh c'est en France qu'elle est la plus 
la plus élevée

hein
et m- monsieur Malichaud qui maintenant n'est plus le directeur de l'entreprise 
je vous dis c'est passé sous la coupe d'Hispano

est président de l'union des industriels euh c'est un homme qui doit avoir entre soixante et soixante-cinq ans
y a deux ans en tant que président de l'union des industriels est allé faire un voyage en Allemagne

et en revenant il a dit au responsable syndical et 
pour qu'il l'ai dit au responsable syndical il fallait que ça l'ait frappé
il a dit je ne comprends rien en Allemagne

les ouvriers sont mieux payés

ils travaillent moins

et les entreprises vendent moins cher



";et on lui a expliqué ?
723;"
hm hm
très important


";n'est-ce pas ?
724;"
hm hm
très important


";n'est-ce pas ?
725;"
hm hm
très important


";n'est-ce pas ?
726;"
hm hm
";euh de de gérer une entreprise n'est-ce pas ?
727;"
oui 
 c'est souvent l'expression qu'on entend oui
c'est ça oui oui oui oui oui
";mais alors est-ce qu'ils s'en tiennent quand même à des buts modestes ?
728;"
hm hm

";quel est le rôle des femmes euh ?
729;"
niet y a quand même un certain nombre de femmes qui travaillent dans la métallurgie
hm hm hm
";difficultés matérielles en ce sens que elles ont leur famille à s'occuper elles ont euh n'est-ce pas ?
730;"
ah oui
";n'est-ce pas ?
731;"
hm hm
";et que qu'est-ce qui se produit ?
732;"
hm hm
";n'est-ce pas ?
733;"
des gens
hm hm
";hm n'est-ce pas ?
734;"
et bien euh je pense qu'effectivement on est plus attaché à ce problème à la CFDT parce qu'on estime que
c'est capital pour l'avenir du syndicalisme

qu'à la CGT 
ah oui certainement hein
certainement que 
";pourquoi hein ?
735;"
on
pourquoi hein ?


";n'est-ce pas ?
736;"
je sais pas hein mais il est certain que
voyez-vous euh dans les négociations du mois de mai

euh si on est resté assez amer sur les résultats
c'est que pratiquement il y avait deux types de revendications 
y avait des revendications d'ordre euh

matériel

très justifiées pour les gens qui étaient
qui avaient de faibles rémunérations

et puis y avait des revendications euh disons de de de respect de la personne quoi et de droit

et bien

on peut dire que dans certains cas euh le gouvernement et le patronat a
a fait de la surenchère sur les revendications matérielles

mais par contre a complètement bloqué

n'est-ce pas ?
vous verrez plus facilement un patron donner une augmentation de salaire
que de donner euh l'autorisation à son personnel de se réunir une heure par mois dans l'entreprise

";et en général les ouvriers préfèrent quel genre de ?
737;"
hm
hm
";n'est-ce pas ?
738;"
enfin s- c'est quand même euh

";et y a des causes à cela euh ?
739;"
si peu ou pas
ça ça a joué
";y a quelques années la majorité de la population active était une population rurale n'est-ce pas ?
740;"
des déclarations
hm hm
";s- c'est pas un travail qui peut permettre aux gens de s'épanouir n'est-ce pas ?
741;"
hm hm
";eh bien euh il est important du point de vue fiscal que Marseille soit prévenu n'est-ce pas ?
742;"
enfiler tous ces
hm
";n'est-ce pas ?
743;"
enfiler tous ces
hm
";n'est-ce pas ?
744;"
comme maison provisoire
remarquez nous nous a-
";n'est-ce pas ?
745;"
hm hm

";n'est-ce pas ?
746;"
euh c'était une adaptation euh moderne

euh de ah comment ça
";Antigone non ?
747;"
hm hm

";n'est-ce pas ?
748;"
hm
";le contact que l'on avait avec euh la troupe n'est-ce pas ?
749;"
mais y avait des ouvriers y avait
et alors euh si vous voulez ils ont beaucoup aimé la façon dont ça a été interprété
le contact que l'on avait avec euh la troupe n'est-ce pas ?
euh les les rem- après on s'est réunis à la maison de la culture
enfin ceux qui ont voulu sont allés à la maison de la culture et il y avait là des gens de tous
de de de tous milieux

euh parmi les salariés
et il est bien certain qu'on a fait surtout ressortir cette cette difficulté bon

";c'était une salle euh dans une usine euh ?
750;"
hm
";euh vous connaissez le CRDP ?
751;"
oui

";euh est-ce qu'il y a des ouvriers qui fréquentent la maison de la culture ?
752;"
dans la pièce d'accueil là en bas y a très peu de places

l'ou- l'ouvrier qui rentre là et qui voit que presque toutes les places sont déjà occupées 
il fait le tour de la salle et il repart

il aura pas enfin souvent
dans la majorité des cas euh i- il osera pas hein

";est-ce que vous pouvez préciser un petit peu enfin euh ?
753;"
que ce soit ça hein parce que
";à quoi alors plutôt ?
754;"
une éducation de sensibilité
c'est pas forcé euh y a ya
";des ouvrages classiques à l'époque n'est-ce pas ?
755;"
hm hm
hm
";hein ?
756;"
un certain nombre de gens y a eu un réflexe de peur
hm hm
";n'est-ce pas ?
757;"
et qui sont répandus

dans les milieux populaires

";ah oui ?
758;"
ce c'est tout à l'heure ce qu'on disait par exemple euh ce ce phénomène de

d- d'état de de se sentir inférieur parce que l'on est parce que l'on est ouvrier
";n'est-ce pas ? 
759;"
hein

";qu'est-ce que vous pensez en général de l'enseignement en France ?
760;"
hm hm
";est-ce qu'on peut fixer un jour ou ?
761;"
ce serait


ce serait 
 


alors 


 
 d'abord je vous demande pardon
";quoi ?
762;"
euh c'est trop grand


";conviendrait ?
763;"
le plus tôt possible oui c'est ça oui

pas que finalement les choses s'accumulent en
";euh voulez-vous lundi soir ?
764;"
oui c'est ça
oui
";est-ce qu'il est ici en ce moment ?
765;"
actuellement on continue à vendre de la moutarde Dessault

d'Orléans mais elle est fabriquée à Dijon chez Amora 

alors euh par contre le vinaigre continue à être fabriqué à Orléans

donc euh voyez y a eu une évolution euh dans dans cette industrie
et alors la deuxième guerre

a amené une deuxième vague

de euh d'industries dans euh la métallurgie et dans d'autres branches que la métallurgie

euh cette deuxième vague ça a été la régie Renault 
qui a installé une usine
euh dans un établissement qui existait déjà
mais qui n'appartenait pas avant à Renault

et euh ils se sont créé une filiale la filiale qui s'appelle la société française des Coussinets minces 
qui exploite d'ailleurs je crois un brevet anglais
";ah ?
766;"
hm hm

";le quartier général de la ligne des communications entre l'Atlantique et l'Allemagne n'est-ce pas ?
767;"
à peine
";tu avais des questions à poser euh ?
768;"
ah oui

hm

euh

peut-être

tu avais des questions à poser euh ?

";sur ce sujet ?
769;"
de la moyenne nationale
oui


"; dans le bâtiment n'est-ce pas ?
770;"
hm
";n'est-ce pas ?
771;"
qui est à l'ouest de l'agglomération
hm
";euh les trois huit n'est-ce pas ? euh
772;"
ressources
hm hm
";n'est-ce pas ?
