;previous_sentence;question
1368;"
entre les deux mais 
";entre les deux ? 
1369;"
hm

 oui on nous a dit que rien n'a n'avait chan- changé pendant quatre cent ans
";ah c'est vrai ? 
1370;"
nous avons le temps vous savez 
";je je me demande s'il s'il est possible est-ce qu'on peut passer d'une classe à l'autre ?
1371;"

oh sûrement 

sûrement 

par exemple moi j'ai une fille elle n'a qu'à se marier puisque automatiquement elle est plus

je lui ai fait avoir de l'instruction donc elle elle va changer de milieu 
je pense parce que c'est pareil dans un mariage il faut se marier avec le milieu
non seulement le milieu de classe mais avec le milieu intellectuel 

pour moi il on peut pas faire de 

se marier par exemple une une un intellectuel avec quelqu'un qui ne l'est pas parce que au bout d'un moment qu'est-ce qu'ils vont se dire ces gens-là 

alors si elle arrive à se marier avec un autre dans un autre milieu on changera de milieu

et on aura peut-être du mal à être adoptés enfin on y sera peut-être 

beuh 
";oui j'allais précisément demander pourquoi madame ?
1372;"
mais par la par l'autre famille si la famille est supérieure 

ah ah voilà 

";mais n'est-ce pas que les différences entre les classes ont tendance à diminuer ?
1373;"
ce serait logique 

je moi par exemple si je veux demander quelque chose euh qu'on fasse euh attention à ce que je demande et que automatiquement parce que ce je suis là
c'est moi on me connaît pas qu'on raie directement ma feuille qu'on la mette à la corbeille 
 non il faut étudier ce la question de tout le monde ce ce

il faudrait qu'il soit 
impartial

";et alors dans les élections nationales pourquoi y a-t-il deux tours ?
1374;"
exactement
";fragmentation des partis ?
1375;"
hm hm

";alors quelle est la différence pensez-vous entre entre la droite et la gauche ?
1376;"
je vous en prie 

";est-ce que je pourrais vous demander monsieur y a-t-il euh chez vous des dictionnaires ? 
1377;"
oh oui 

quatre cinq je sais pas combien cinq exactement même un dictionnaire de latin dictionnaire d'anglais dictionnaire d'allemand 
trois dictionnaires de français le Larousse en plusieurs volumes oh là là alors là nous sommes servis 

";euh vous pouvez encore me donner euh la liste s'il vous plaît ? 
1378;"
euh vous pouvez encore me donner euh la liste s'il vous plaît ? 
";des dictionnaires ? 
1379;"
latin 

";euh c'est -à-dire latin français français latin ? 
1380;"
oui oui oui le gros
";et un dictionnaire français français par exemple ? 
1381;"
oui 
";deux volumes où est-ce que vous les gardez ? 
1382;"
tiens 
"; c'est-à-dire dans dans la salle ?
1383;"
dans un placard 
";dans la salle de séjour ? 
1384;"
oui
";les avez-vous eus ?
1385;"
les deux grands oui 
";et les autres les dictionnaires de langues étrangères ? 
1386;"
pour l'école oui 
";pour l'école vous avez un dictionnaire anglais ? 
1387;"
anglais oui 
";anglais-français ? 
1388;"
latin 

";et vous les avez achetés ? 
1389;"
ah oui oui 
";au magasin ? 
1390;"
oui

";oh est-ce que vous avez des encyclopédies vous aussi ? 
1391;"
bon

oh est-ce que vous avez des encyclopédies vous aussi ? 

";l'encyclopédie le le de les des revues de presse là ?
1392;"
ah non oh non non dictionnaire médical on a 
";alors vous avez dictionnaire médical euh peut-être le Larousse ménager ? 
1393;"
ah 

oui mais pour enfants 

";qui est-ce euh qui s'en sert le plus souvent des de ces dictionnaires alors ? 
1394;"
oh oui 

";et et vous monsieur euh vous vous en servez souvent ? 
1395;"
il sert beaucoup beaucoup beaucoup 

";on l'a bien feuilleté hein ? 
1396;"
celui-là il a de la valeur 

";alors quand quand l'avez-vous regardé pour la dernière fois ?
1397;"

tous les jours 
";tous les jours hier alors ? 
1398;"
ah oui
";et c'est c'est surtout pour faire les mots-croisés ? 
1399;"
le mot à expliquer 

";à part la géographie l'histoire même par exemple ? 
1400;"
oui 
l'orthographe
"; ou le sens des mots ? 
1401;"
comme la langue française est tellement compliquée 

";la langue française ? 
1402;"
ah 

";est-ce vous possédez un livre sur l'art de parler ou l'art d'écrire ? 
1403;"
non
";des choses comme ça ? 
1404;"
bon 
";livres scolaires hein ? 
1405;"
c'est des livres scolaires oui 
";est-ce que vous avez un guide de politesse de savoir-faire ?
1406;"
non 
";des choses comme ça ? 
1407;"
oui 

ça vient comme on a été élevé ça 

";alors précisément monsieur j'allais vous demander faites-vous des mots-croisés ? 
1408;"
voilà
";lesquels ? 
1409;"
journal de Paris et qu'on prend tous les jours ainsi que le journal de la région 

";je vais vous demander les noms plus tard alors la fréquence tous les jours ? 
1410;"
bon 
";aujourd'hui ?
1411;"
aujourd'hui ?

hein ? 

";continuer là-dessus je crois que pensez-vous monsieur du franglais ? 
1412;"
franglais
";c'est le parler français anglais ? 
1413;"

c'est le parler français anglais ? 
les mélangés les mots de de racines euh 

anglo-saxonnes

ben c'est c'est normal que voulez-vous 

euh je trouve par exemple qu'il est plus facile de dire parking que parking 
 ou parc même ou parquage
";parquage ? 
1414;"
euh je suis pour 
";en gros vous êtes pour ? 
1415;"
Superman on on sait tout de suite on voit tout de suite ce que c'est hein 

il y en a pas beaucoup mais enfin 

"; milieux sociaux différents ?
1416;"
oh là là 
je comprends 

";alors ce ces différences sont-elles très grandes alors ou ?
1417;"
très grandes 
";en quoi portent-elles portent-elles surtout ? 
1418;"
et à la campagne encore pire et alors ils déforment encore par-dessus le marché ils déforment les mots 

et j'ai l'histoire de mon beau-père qui était prisonnier en Allemagne et qui est-ce qui avait s'était mis dans la tête d'apprendre le français 
à un Allemand et l'allemand lui apprenait le le 
l'allemand et qui disait oh qui disait à ce brave homme que ça c'était des pommes 
 ben des pommes
 c'est pas de c'est il si il apprend le français classique l'autre il saura jamais ce que c'est qu'une pomme 


";bon alors comment expliquez-vous ces différences euh entre la façon de parler ?
1419;"
c'est la seule chose oui 

";de mieux en mieux de plus en plus mal ou est-ce qu'il y a pas de changement ? 
1420;"
alors c'est c'est à désespérer de tout 
";et de quoi cela vient-il alors ? 
1421;"
euh euh à 
";vous habitez Orléans depuis dix dix-neuf ans ?
1422;"
à vivre 

";et parmi les gens que vous êtes amené à entendre parler même même sans les connaître alors ce sont toujours les mêmes ? 
1423;"
professions libérales oui les docteurs les notaires les architectes 
les gens qui ont euh alors on en revient toujours euh les gens qui ont fait des études sortent d'un certain niveau 

";fait parti ou non du bon français ? 
1424;"
fondée par Richelieu 

";et vous trouvez que c'est utile ? 
1425;"
le de réacteur qu'est-ce que c'était qu'un réacteur on le savait pas comme ceux qu'on a en ce moment

";qu'en pensez-vous ?
1426;"
alors là
une question
";est-ce qu'il faut obliger les journalistes euh les speakers la Télé la radio à employer un bon français ?
1427;"

oui tant qu'à faire oui

parce que 
";faut les obliger ? 
1428;"
ah oui 

euh tout le monde ne peut pas relever leurs leurs bévues mais certainement que dans ceux qui écoutent il doit en avoir beaucoup qui sont capables de leur dire hé là 

ça va pas 
";alors vous croyez que c'est assez important ? 
1429;"
oui ça doit être important 
";ça c'est difficile n'est-ce pas ?
1430;"
on peut pas les sanctionner ces malheureux faut qu'ils gagnent leur vie

";leur donner des lignes ? 
1431;"
leur donner un manuel 

de bons mots 

";et soient enseignées aussi bien ou mieux peut-être que dans votre temps ? 
1432;"

moins bien je crois 
";moins bien ? 
1433;"
oui parce que on s'aperçoit tout le temps euh au moment des épreuves que l'orthographe euh 

laisse à désirer et par des des candidats aux aux grands ex- examens

";vous pensez ?
1434;"
c'est pas facile à dire là 
";comment expliquez-vous cela ? 
1435;"

là il faudrait avoir passé par là pour euh 

";enfin dans quelle matière français étiez-vous le plus fort vous même à l'école monsieur ? 
1436;"
mais à l'époque c'était pas poussé comme maintenant 

";monsieur habituellement avez-vous quelque chose pour écrire sur vous ? 
1437;"
et mais pour le travail un stylo bille ça c'est suffisant

plus pratique avec les duplicatas 

";possédé un stylo à plume ou un stylo à encre ? 
1438;"
une montre et un stylo à plume à plume rentrante 

oui oui je m'en rappelle on m'a dit qu'il fallait pas le casser 

";quand avez-vous écrit pour la dernière fois ? 
1439;"
et vous dites que habituellement vous portez sur vous un carnet 
";n'est-ce pas ? 
1440;"
n'est-ce pas ? 
hm hm
";un agenda aussi ? 
1441;"
dans ma trousse un agenda 

toujours 

";péf- préféreriez-vous euh vous déplacer pour aller le voir ou écrire ? 
1442;"
téléphone ah oui 
";bon et quand ils n'ont pas de téléphone ? 
1443;"
ah oui
";plutôt que plutôt que d'écrire ? 
1444;"
se déplacer 

";est-il important selon vous d'avoir une belle écriture ? 
1445;"

pour moi ça n'a aucune importance pour moi mais je trouve que ce c'est aussi bien d'en avoir une bonne qu'une vilaine maintenant vous savez 
 je crois que l'écriture ça ça ne classe pas quelqu'un hein 

dans le temps les notaires écrivaient à la main fallait avoir une belle écriture maintenant c'est la machine à écrire 
";et de l'orthographe ? 
1446;"
vaut mieux avoir une bonne orthographe que 
";pourquoi alors ? 
1447;"
je crois qu'on y reviendrait malgré soi 

";d'abord aux amis communs ? 
1448;"

ma femme oh là chargée des écritures 
";à la à à votre famille ? 
1449;"
toutes les écritures 
";et qui est-ce qui remplit les papiers administratifs ? 
1450;"

oh ma secrétaire
";c'est-à-dire le les feuilles d'impôts ? 
1451;"

au début j'avais un un une petite entreprise à mon compte moi je faisais le travail ma femme les écritures on s'était partagé le travail 

tout 

";et la plus belle écriture ? 
1452;"
non non c'est la vérité 

la galanterie française mais quand même là c'est la vérité 

";et est-ce que votre femme parle aussi le meilleur français monsieur ? 
1453;"
hm oui

";en moyenne ? 
1454;"
moi zéro 
";même pour le travail ? 
1455;"
même pour le travail 

";et est-ce que vous conservez les lettres qu'on vous envoie ? 
1456;"
très souvent 
";les plus intéressantes de de quel point de vue ? 
1457;"
alors là oui 

";combien de lettres avez-vous conservées à peu près ? 
1458;"
oh oui 
y a deux ou trois chemises là

";j'allais vous demander si vous si vous faisiez un un brouillon n'est-ce pas d'abord ?
1459;"

ben on fait un brouillon ça dépend on pour qui on écrit 

si on demande quelque chose à au ministère on on tape pas ça du premier coup on 

essaie d'arranger ça pour le mieux
alors là on s'y met tous les deux 

";et je suppose que vous faites beaucoup d'attention en ce moment aux fautes d'orthographe et caetera ?
1460;"
ah là oui
";est-ce que vous vous relisez vos lettres ? 
1461;"
je suis obligé de faire ça je les écris pas mais je les relis 

je donne les idées et elle les développe

";avec euh quoi est-ce que vous écrivez alors stylo ? 
1462;"
stylo plume 
";et quel euh quel type de papier utilisez-vous en général ?
1463;"
uni oui 
bloc uni sans corres- de correspondance 
";euh de quelle couleur ? 
1464;"
oui
";sans lignes ?
1465;"
faut laisser ça pour les enfants 

";que pensez-vous alors des gens qui se servent par exemple de des du papier carreaux à carreaux ?
1466;"

c'est incorrect 

";incorrect ? 
1467;"

surtout pour les pour faire une demande de de n'importe quoi de euh
papiers admi- en famille peut-être que ça peut

mais pour faire on peut pas écrire euh 

faire quelque chose d'administratif sur des papiers à carreaux alors ça a l'air tout à fait écolier là 
";quand vous deviez écrire un petit mot d'excuse à l'école alors vous vous vous employez toujours les mêmes euh moyens ?
1468;"
alors on écrit sur le carnet et c'est détaché 

par le professeur 
";par exemple ? 
1469;"
ah oui ah bon 

et est-ce que c'est la même chose alors pour 

si vous deviez écrire 

à un supérieur quelconque dans le travail 
par exemple ? 
";euh le papier ? 
1470;"
ah oui oui pareil la même chose oui 
";stylo encre stylo à encre ? 
1471;"
stylo oui 
";vous arrive-t-il d'utiliser quelquefois du papier à carreaux alors ? 
1472;"
jamais non 
";sur ce sujet du papier à écrire ? 
1473;"
ils ont gardé ça de dans le temps 

";de la feuille blanc ? 
1474;"
oh là 
";y a-t-il euh des choses qui vous agacent dans la façon de parler de votre femme monsieur ? 
1475;"

ben non 

";alors bon très bien et y a-t-il des choses euh qui agacent votre femme dans la façon dont vous parliez vous ? 
1476;"
oh 

non non 
";qui vous agaçaient dans le temps dans la façon de parler de vos enfants ? 
1477;"
c'est pas beau 

l'argot l'argot 
";alors vous arrive-t-il à les reprendre ? 
1478;"
ah oui
oh là là

terriblement 

";et qui est-ce qui les reprend les qui qui est-ce qui les reprend le plus ? 
1479;"
oui oui 

";pareils tous les deux pareils ? 
1480;"
non 
";de prononcer à vos enfants ? 
1481;"
oui ah oui c'est pas beau

";euh les punissez-vous s'ils les prononcent ? 
1482;"
malheureusement 

parce que des fois 

";est-ce que vos parents faisaient attention à la façon dont vous parliez monsieur ? 
1483;"
oui 

dans ces époques euh mille neuf cent vingt-six vingt-sept 

ils s'occu- ils n'avaient pas le temps de s'occuper de moi du reste je j'étais en en pension de bonne heure
";et votre instituteur faisait-il attention à la façon dont vous parliez ? 
1484;"
ah oui 
à l'époque ça comptait 
";et pour quel genre de choses surtout ? 
1485;"
plus que maintenant oui la politesse 
";faisait-il des sanctions ? 
1486;"
il y a pas de danger oh là 

";je voudrais vous demander comment est-ce qu'on fait une omette chez vous ?
1487;"
c'est tout simple 
je voudrais vous demander comment est-ce qu'on fait une omette chez vous ?
";une omelette ? 
1488;"
qu'est-ce que vous faites 
décrivez un peu ce que vous faites
";pour faire l'omelette ? 
1489;"
ah non baveuse 

vous m'en mettez l'eau à la bouche 

";vous n'ajoutez jamais du lait ? 
1490;"

euh ça se fait oui

ça se fait il y en a qui ajoutent du lait 

ou même
";mais vous personnellement vous ne le faites pas ? 
1491;"
oui

";et vous êtes à la Source même depuis ?
1492;"
et puis je suis euh sur sur place maintenant depuis le mois d'août soixante-huit

";et qu'est-ce que vous faites au juste ?
1493;"
laisser enfin 
 faut faire en sorte que les installations

extérieures aux bâtiments

soient en bon état
c'est à dire les routes
les espaces verts
les sous-bois

l'éclairage public le téléphone l'eau

euh en plus les questions de gardiennage de circulation et de discipline

";tant que ça ?
1494;"
et c'est oui enfin ça fait beaucoup de choses mais en réalité y a beaucoup de choses qui ne sont pas 
d'une part pas encore au point pour le moment parce que mon service

de gestion à cause de la réforme universitaire euh ne n'a pas encore euh de d'existence financière

ce qui ne permet guère de faire quelque chose

et d'autre part euh faire de la discipline chez les étudiants par exemple euh c'est c'est euh

vaut mieux marcher sur des oeufs 


faire ça 


non pas de loin mais enfin

en faire le moins possible finalement

";mais en fait d'un d'un côté c'est c'est un rôle assez ambigu ?
1495;"
hm hm

";donc c'est c'est surtout matériel ?
1496;"
bah il faut bien
";éclairer quand même ?
1497;"
oui c'est un coupe euh

";et vous êtes responsable de tout le campus ?
1498;"


"; oh ouais la question transport doit être assez assez difficile pour les étudiants ici ?
1499;"
de de voir si on peut pas en rajouter un à telles heures ou bon
ça s'est pas encore produit mais ça peut se produire
mais enfin pour le moment il y en a tous les quarts d'heure

aux heures de pointe et en général toutes les demi heures
et ma foi comme il y a quand même beaucoup de voitures sur quatre mille étudiants qu'on a ici il y a certainement deux mille voitures plus

ben 
évidemment y en a toujours qui n'ont pas de voitures hein

je crois qu'enfin les problèmes c'est surtout 
les problèmes que qu'ont les étudiants je crois c'est l'isolement ici

y a pas d'endroit pour se réunir
d'endroit sympa voyez euh un café
à Beauchamp là à Orléans-deux là y a rien du tout

";enfin c'est c'est une ville nouvelle comment ?
1500;"
est-ce que c'était vraiment quelque chose d'inhérent à 
Orléans la Source ou est-ce que c'était peut-être

le problème qu'on retrouve dans toutes les universités nouvelles en
";Angleterre comme en France ? au début 
1501;"
euh
";d'où est-ce que vous vous prenez vos étudiants ?
1502;"
euh
";d'Orléans ou de la région ?
1503;"
euh est-ce que c'est une tendance générale euh

que les étudiants aillent euh

dans les universités de leur région mis à part le côté de Pa- le cas
";de Paris qui est spécial ?
1504;"
euh est-ce que ils vont euh
est-ce que c'est un phénomène du
";centre ou est-ce que c'est un phénomène général ?
1505;"
qu'ils aillent chez eux
";plutôt que autre part ?
1506;"
ah non
ah non parce que
";mais s'il voulait aller à Montpellier par exemple ? 
1507;"
s'il voulait aller non pas à Paris mais
";à Montpellier admettons ?
1508;"
ah bon ?
";neuf cent mille ?
1509;"
ah non pas encore
";non pas encore six ou sept cents non ?
1510;"

";euh vous savez est-ce que vous pouvez me dire à peu près quel serait le montant ?
1511;"
alors
";d'une bourse moyenne ?
1512;"

euh 
ma foi faut toujours que les parents finalement euh 

participent
je crois qu'ils le font puisque euh et on voit on voit beaucoup de voitures 

ne serait-ce que à cause de cet élément-là
euh oui

sinon ben je crois que les étudiants
se débrouillent comme on comme on l'a toujours fait et comme je l'ai fait moi-même à donner des leçons à 


 à corriger les copies euh 
ou bien à bricoler 
travailler à mi-temps ou bien euh 
pendant les mois d'été bah travailler dans dans des entreprises 
quelconques 
comme manoeuvres ou comme
débardeurs tout ce qu'on veut

";alors vous vous êtes en plein dans l'enseignement supérieur ?
1513;"
un enfant


";il y a l'autre ?
1514;"
un peu plus
ah bon ?
";alors il est encore temps ?
1515;"

";est-ce que vous envisagez des changements dans l'éducation du moment qu'il sera à son tour à lui ?
1516;"
ah bon ?
";vous connaissez ?
1517;"
je cherche depuis mon arrivée à Orléans
";vous en cherchez un ?
1518;"
côté soit du côté

extérieur 

";comme changement à quel sujet pour moi par exemple ?
1519;"

ben 

comme changement à quel sujet pour moi par exemple ?
";c'est ce que je viens de vous dire donc ?
1520;"
oui oui
";finalement commerçant ça me déplaît pas vous voyez ?
1521;"
hm hm

bon nous avons parlé de vous
de votre fils
";euh est-ce que votre femme a une profession ?
1522;"
qui n'avaient pas 
qui ne sont pas sortis
c'est à dire c'est le pressing qui est sorti

puis alors au point de vue loisirs bah oui sinon euh 
";oh vous prenez quand même des vacances ?
1523;"
oui
";qu'est-ce que c'est au juste la bourgeoisie d'Orléans ?
1524;"
ah oui oui
y a la bourgeoisie aristocrate

euh qu'on connaît un petit peu mais enfin qui 
qui constitue euh un milieu
non pas fermé mais enfin euh où les gens se connaissent euh c'est c'est un groupe de relations
";quel genre d'aristocratie quel genre ?
1525;"
hm hm

";et est-ce qu'entre la bourgeoisie et les autres classes les différences sont très marquées ?
1526;"

alors là euh
";voyez de quelles seraient les autres les autres classes les autres catégories ?
1527;"
hm hm
oui

";question par question euhm votre journal habituel la République du Centre est-ce qu'il contient une rubrique sur le langage ? 
1528;"

bon
";vous ne faites pas de mots-croisés ?
1529;"
je ne fais pas de mots-croisés
euhm
";ensuite qu'est-ce que est-ce que vous pensez qu'il soit utile que les enfants apprennent le latin à l'école ?
1530;"
je lis

hm hm
";tu te tais vous pourrez me la reposer après ?
1531;"
hm hm

";le franglais qu'est-ce que vous en pensez ?
1532;"
on va toujours traité 

le franglais qu'est-ce que vous en pensez ?
";le franglais c'est ?
1533;"

ben 
";est-ce que vous êtes pour ou contre ou indifférent ?
1534;"


comment s'appelle
";l'affaire que vous avez montée ?
1535;"
pressing
voilà
un mini-pressing alors
";oh mais encore ?
1536;"
hm
";mais si c'est dans le langage courant ?
1537;"
oui
";est-ce qu'il y a des différences entre leurs façons de parler ?
1538;"
je crois je crois
";elles seraient importantes ?
1539;"
comment ?
";elles seraient importantes ? 
1540;"

 

";est-ce que selon vous les gens parlent d'une façon générale de mieux en mieux ou de plus en plus mal ou est-ce que ça n'a pas changé ?
1541;"

euh
";comment est-ce que vous expliquez cela ?
1542;"
comment est-ce que vous expliquez cela ?
";pourquoi ? eh bien parce que les gens lisent plus
1543;"
hm hm oui


";parmi vos connaissances quelle est la personne qui parle le mieux français ?
1544;"

han
";parle le meilleur français est-ce qu'il y a quelqu'un que vous pouvez ?
1545;"
oui
c'est qu'on dit toujours en français
";et euh est-ce que parmi les gens que vous êtes amené à entendre même sans les connaître ?
1546;"

et euh est-ce que parmi les gens que vous êtes amené à entendre même sans les connaître ?
";les gens que j'entends sans connaître ?
1547;"

";des gens que vous entendriez ?
1548;"
ah oui
";euh si ce n'est alors là je vais vous dire une bêtise euh si ce n'est vous n'écoutez pas Europe Numéro Un ?
1549;"
sans cesse alors si ce n'est comment il s'appelle le dimanche dans Les Kangourous n'ont pas d'oreilles et n'ont pas de 
";d'arêtes ?
1550;"

";la façon d'ex- de s'exprimer des speakers de la radio et de la télévision ?
1551;"
tiens


";l'efficacité de l'enseignement de l'orthographe ?
1552;"
oui

";et enfin dans quelle matière est-ce que vous étiez le plus fort à l'école ?
1553;"
hm

";bon est-ce que habi- habituellement vous portez quelque chose sur vous pour écrire ?
1554;"

oui main- maint- enfin
";quel genre ?
1555;"
quel genre ?
";stylo crayon stylo stylo-bille ?
1556;"
oui

forcément
euhm
";vous avez eu un stylo à plume ?
1557;"
oui
";est-ce que vous vous rappelez quand vous avez possédé votre premier stylo à plume ?
1558;"
de des tas de petits trucs comme ça pour euh

pour gagner ma foi pas grand-chose 


";la dernière fois ?
1559;"
quand est-ce que vous avez écrit

la dernière fois ?
";une lettre ?
1560;"
en génér- euh
";ce matin-même peut-être ?
1561;"
oui

";est-ce que vous préféreriez lui téléphoner ou vous déplacer ?
1562;"

";est-ce que vous trouvez qu'il est très important d'avoir une belle écriture ?
1563;"
ou très défavorable
oui
";à une réforme de l'orthographe ?
1564;"
ah
";mais encore ?
1565;"
enfin entre vous et votre femme qu'est-ce qui écrit le plus souvent
";aux amis communs ?
1566;"
aux amis communs ?
oh c'est moi
";c'est vous ?
1567;"
c'est vous ?
c'est moi
";et à votre famille ?
1568;"
à la famille c'est moi également*
";à la famille de votre femme ?
1569;"


oui
";et euh qui est-ce qui se charge des papiers administratifs ?
1570;"
ah 

";qui euh de vous deux à votre avis possède la meilleure orthographe ?
1571;"
elle fait pas de fautes d'orthographe
";et la plus belle écriture ?
1572;"

bah 


elle a une écriture qui me plaît pas mais je crois que c'est plus lisible que moi 
";et qui parle le meilleur français ?
1573;"

";ou pas de distinction ?
1574;"
pour choquer un peu
j'en suis resté là


";point d'interrogation ?
1575;"
oui
";y a pas de différence ?
1576;"
scientifique

";est-ce que vous avez une idée du nombre de lettres que vous écrivez en moyenne par mois du côté travail ?
1577;"

euh sinon oh
";qu'il y a une journée à au cours de laquelle vous n'écrivez absolument pas de lettres ?
1578;"
pas

";est-ce que en dehors du travail vous conservez les lettres qu'on vous envoie ?
1579;"
pages est-ce que vous
hm hm
";faites un brouillon ?
1580;"
non
non
là je n'ai pas fait de brouillon

";vous faites attention aux à l'orthographe ?
1581;"
ce qui fait que certainement y avait 
quelques fautes euh 

d'inattention
";qu'est-ce que vous emploieriez le plus volontiers un stylo encre ou un stylo bille un stylo feutre ?
1582;"

pourlan- pour- pourtant je trouve que c'est mieux

";comment l'encre ?
1583;"
oui
";pour euh votre correspondance personnelle ?
1584;"
hm hm

et quel type de papier
pour euh votre correspondance personnelle ?
";vous voulez que je vous montre ?
1585;"

";et les lettres de travail est-ce que vous faites des brouillons ?
1586;"

oui la plupart du temps

";là évidemment je pense que vous les faites taper à la machine par la secrétaire ?
1587;"
hm
";est-ce qu'il vous arrive parfois d'utiliser du papier à carreaux ?
1588;"


";est-ce qu'il y a des choses qui vous agacent dans la façon de parler de votre femme ?
1589;"
non pas trop non
non non
";euh enfin est-ce qu'il vous arrive de la reprendre ?
1590;"

";est-ce qu'il y a des choses dans votre parler à vous qui agacent votre femme ?
1591;"




";par exemple ? 
1592;"

il lui a-
il lui arrive pas encore

";d'avoir des problèmes de langue ?
1593;"
bon
de parler
";est-ce que vos parents faisaient attention à votre façon de parler ?
1594;"
oui je crois
hm hm
";est-ce que c'était surtout votre père ou votre mère ?
1595;"

mon père surtout
";quel genre de choses ?
1596;"
peut-être
";est-ce qu'il prenait des sanctions ?
1597;"

";à quel point ?
1598;"

";euh quand vous étiez à l'école est-ce que enfin à l'école primaire est-ce que votre instituteur faisait attention à votre façon de parler ?
1599;"

comment ?
";est-ce que c'est trop éloigné ?
1600;"
bon 
alors
";la date c'est le le douze c'est ça ?
1601;"
bien
";alors comme j'ai dit tout à l'heure je crois qu'on va commencer par le questionnaire fermé hum ?
1602;"

euh
ici ? 
";euh dans mon entrepôt ? 
1603;"
oui oui bien sûr

";je peux demander lequel ?
1604;"
non non euh une bonne moyenne 

";en combien de volumes ?
1605;"

un un euh assez épais mais enfin un volume 
";et euh où est-ce que vous le gardez à la maison dans quelle pièce ? 
1606;"

";et vous l'avez depuis quand ? 
1607;"

";depuis toujours ? 
1608;"
non j'ai dû l'acheter pour l'étude de mes enfants certainement en 

";et qui est-ce qui s'en sert le plus souvent ? 
1609;"

mes enfants 
";et vous-même ? 
1610;"
de temps en temps oui bien sûr 
";que vous l'avez consulté ?
1611;"
un un mot ou quelquefois un mot peu usuel alors on cherche l'orthographe ou le sens exact pour avoir vraiment tous les sens d'un mot ou 

quelque chose comme ça 

";et du côté des encyclopédies ?
1612;"

c'est un tort d'ailleurs
";comment ça ?
1613;"
oui je je devr- c'est toujours utile ah oui d'en posséder 

";est-ce que vous faites des mots-croisés ?
1614;"


";est-ce que d'une façon générale vous pensez qu'il soit utile que les enfants apprennent le latin à l'école ?
1615;"
je pense
";y a des raisons ? 
1616;"

oui au point de vue pour le français je crois que c'est une excellente formation

";euh qu'est-ce que vous pensez du franglais ? 
1617;"



";est-ce que d'après vous euh il y a des différences dans la façon de parler selon le milieu social ? 
1618;"
oui je pense 
ah bon
";et quel genre de différences surtout ? 
1619;"

";de quoi s'agit-il ?
1620;"
je pense

";quand est-ce que vous avez écrit pour la dernière fois ?
1621;"

";enfin pour les choses que vous écrivez vous-même enfin les choses écrites à la main est-ce que vous trouvez qu'il est important d'avoir une belle écriture ?
1622;"
oui oui

";hum pourquoi ?
1623;"
oui

";et l'orthographe est-ce que c'est important ?
1624;"
hélas et en français c'est très difficile
";quel genre de difficultés ? 
1625;"
oh oui oui ça ne m'étonne pas

";est-ce que vous seriez favorable à une réforme de l'orthographe ?
1626;"
certainement oui
oh oui je pense si on arrivait à simplifier oui

";et euh entre vous et votre femme qui est-ce qui écrit habituellement à vos amis communs ?
1627;"
langue maternelle c'est normal
on a toujours plus de
";donc ça c'est vous qui qui vous occupez des papiers administratifs ? 
1628;"
problème

";combien de lettres est-ce que vous écrivez en moyenne par mois pour votre travail d'un côté et sur le plan personnel de l'autre ?
1629;"
et vous-même 

combien de lettres est-ce que vous écrivez en moyenne par mois pour votre travail d'un côté et sur le plan personnel de l'autre ?
";oh sur le plan personnel j'écris très rarement hein ?
1630;"

";mais est-ce que vous gardez les lettres qu'on vous envoie ?
1631;"
les lettres 
";personnelles non ?
1632;"
j'aime bien
";est-ce que quand vous écrivez des lettres personnelles vous faites un brouillon ? 
1633;"
ah non
";non enfin est-ce que vous faites attention à la langue ?
1634;"
oui bien sûr
";est-ce que vous relisez ?
1635;"
toujours 

enfin je pense oui 
oui oui 
";et vous écrivez avec quoi ?
1636;"
je sais pas 
";qu'est-ce que c'est ce machin-là ? un stylo 
1637;"
y a y a toutes les marques 
qu'est-ce que c'est ce machin-là ? un stylo 
";par exemple ?
1638;"
assez répandue par le milieu professoral aussi
";ah bon ? oh c'est t- c'est très pratique ça 
1639;"
mais suis tout 
";et vous utilisez quel genre de papier ?
1640;"
et vous utilisez quel genre de papier ?
";pour mes brouillons ou pour euh ?
1641;"

pour mes brouillons ou pour euh ?
";enfin si il y a une différence qu'est-ce que vous utilisez pour les brouillons ?
1642;"

tout ce qui me tombe sous la main 

";et pour la lettre euh elle-même ?
1643;"
hm hm 

et hum

";de votre enfant ?
1644;"
oui
";qu'est-ce que vous envoyez ? vous envoyez 
1645;"

euh très courte évidemment 
";euh les lettres officielles ?
1646;"
bon
pas de problème 

";et euh est-ce que il y a des choses qui vous agacent dans la façon de parler de votre femme ? 
1647;"
enfin est-ce qu'elle euh peut se venger de son côté est-ce qu'il y a des choses chez 
";vous qui l'agacent elle ?
1648;"
oh certainement seulement 
vous dire lesquelles je n'en sais rien

";est-ce que vous vous reprenez ?
1649;"

oui gentiment bien sûr

";et qui reprend l'autre le plus souvent ? 
1650;"

oui gentiment bien sûr

";est-ce que c'est vous qui reprenez votre femme ou elle qui vous reprend vous ? 
1651;"
évidemment

et qui reprend l'autre le plus souvent ? 
est-ce que c'est vous qui reprenez votre femme ou elle qui vous reprend vous ? 

ou est-ce que ça dépend du du jeu de ping-pong
 ?
";vous savez on peut pas dire que ce soit cinquante pour cent chacun je n'en sais rien hein ?
